Identifier,N_kw = 10
1698.0,#N/A
1705.0,#N/A
1709.0,#N/A
1718.0,601
1724.0,3307
1727.0,3194
1728.0,#N/A
1738.0,#N/A
1752.0,#N/A
1758.0,2376
1764.0,#N/A
1783.0,#N/A
1785.0,#N/A
1796.0,147
1801.0,2943
1802.0,#N/A
1804.0,#N/A
1810.0,#N/A
1830.0,3347
1832.0,#N/A
1833.0,#N/A
1840.0,1045
1844.0,#N/A
1848.0,#N/A
1854.0,2595
1858.0,#N/A
1861.0,#N/A
1866.0,#N/A
1872.0,2432
1873.0,#N/A
1875.0,#N/A
1877.0,#N/A
1879.0,#N/A
1884.0,#N/A
1894.0,550
1910.0,2476
1929.0,#N/A
1932.0,#N/A
1933.0,2729
1936.0,1196
1937.0,890
1948.0,1430
1951.0,2027
1954.0,#N/A
1957.0,1372
1959.0,#N/A
1970.0,#N/A
1971.0,#N/A
1972.0,#N/A
1973.0,#N/A
1974.0,#N/A
1978.0,#N/A
2000.0,#N/A
2014.0,#N/A
2015.0,#N/A
2021.0,#N/A
2031.0,1767
2034.0,101
2045.0,2011
2051.0,#N/A
2055.0,#N/A
2060.0,2132
2086.0,#N/A
2091.0,#N/A
2095.0,#N/A
2101.0,#N/A
2102.0,3219
2104.0,1849
2105.0,#N/A
2116.0,3327
2138.0,778
2165.0,#N/A
2167.0,#N/A
2169.0,1841
2170.0,3213
2175.0,#N/A
2181.0,#N/A
2187.0,#N/A
2191.0,1856
2201.0,504
2202.0,#N/A
2204.0,#N/A
2211.0,#N/A
2219.0,#N/A
2220.0,826
2226.0,523
2230.0,#N/A
2231.0,5
2236.0,#N/A
2237.0,#N/A
2243.0,#N/A
2250.0,#N/A
2260.0,#N/A
2269.0,#N/A
2272.0,885
2280.0,#N/A
2287.0,410
2296.0,#N/A
2298.0,581
2299.0,#N/A
2304.0,#N/A
2310.0,#N/A
2316.0,#N/A
2331.0,#N/A
2337.0,#N/A
2338.0,1982
2342.0,1166
2346.0,#N/A
2347.0,3041
2349.0,#N/A
2359.0,1409
2360.0,#N/A
2362.0,486
2365.0,2319
2366.0,3057
2368.0,#N/A
2384.0,#N/A
2385.0,#N/A
2389.0,3240
2399.0,1097
2404.0,1371
2414.0,#N/A
2415.0,#N/A
2420.0,#N/A
2437.0,#N/A
2439.0,1357
2440.0,1017
2454.0,864
2459.0,#N/A
2464.0,557
2467.0,#N/A
2471.0,539
2474.0,#N/A
2482.0,#N/A
2490.0,#N/A
2491.0,#N/A
2492.0,#N/A
2501.0,#N/A
2502.0,#N/A
2505.0,1947
2511.0,#N/A
2512.0,#N/A
2514.0,#N/A
2523.0,#N/A
2524.0,#N/A
2525.0,901
2528.0,1948
2532.0,#N/A
2533.0,2125
2535.0,#N/A
2536.0,#N/A
2540.0,#N/A
2541.0,#N/A
2542.0,2384
2551.0,2823
2555.0,#N/A
2556.0,#N/A
2557.0,#N/A
2568.0,990
2569.0,#N/A
2578.0,#N/A
2580.0,#N/A
2584.0,#N/A
2593.0,1252
2594.0,#N/A
2595.0,#N/A
2599.0,#N/A
2600.0,#N/A
2607.0,#N/A
2609.0,1810
2613.0,#N/A
2614.0,#N/A
2617.0,#N/A
2621.0,#N/A
2635.0,1745
2637.0,989
2640.0,1865
2647.0,#N/A
2648.0,2307
2649.0,#N/A
2653.0,1337
2657.0,#N/A
2664.0,#N/A
2669.0,2844
2670.0,#N/A
2671.0,#N/A
2680.0,#N/A
2686.0,3129
2688.0,#N/A
2692.0,338
2698.0,#N/A
2703.0,#N/A
2706.0,#N/A
2710.0,#N/A
2723.0,2542
2734.0,2441
2735.0,#N/A
2743.0,#N/A
2744.0,2562
2747.0,1394
2751.0,#N/A
2754.0,1156
2756.0,#N/A
2757.0,#N/A
2760.0,2295
2767.0,#N/A
2788.0,#N/A
2795.0,#N/A
2800.0,1448
2804.0,#N/A
2805.0,#N/A
2807.0,661
2811.0,#N/A
2817.0,1200
2818.0,640
2825.0,#N/A
2826.0,#N/A
2827.0,#N/A
2830.0,984
2835.0,2475
2842.0,#N/A
2864.0,#N/A
2868.0,#N/A
2869.0,#N/A
2870.0,#N/A
2871.0,#N/A
2873.0,67
2879.0,#N/A
2887.0,#N/A
2892.0,1323
2894.0,#N/A
2896.0,919
2897.0,#N/A
2898.0,1062
2903.0,1473
2928.0,#N/A
2937.0,1544
2938.0,#N/A
2939.0,#N/A
2943.0,#N/A
2946.0,#N/A
2953.0,#N/A
2961.0,#N/A
2964.0,401
2975.0,1199
2988.0,#N/A
3006.0,#N/A
3010.0,61
3012.0,651
3020.0,#N/A
3024.0,#N/A
3025.0,#N/A
3026.0,#N/A
3029.0,#N/A
3037.0,2577
3038.0,#N/A
3044.0,#N/A
3048.0,3401
3050.0,2279
3058.0,#N/A
3063.0,#N/A
3078.0,3056
3080.0,#N/A
3084.0,851
3086.0,46
3090.0,#N/A
3096.0,#N/A
3100.0,2015
3108.0,1327
3111.0,#N/A
3113.0,2698
3123.0,#N/A
3125.0,#N/A
3127.0,2186
3128.0,#N/A
3131.0,#N/A
3135.0,#N/A
3139.0,#N/A
3143.0,#N/A
3146.0,2986
3150.0,3262
3153.0,#N/A
3154.0,#N/A
3156.0,204
3158.0,2813
3159.0,#N/A
3160.0,#N/A
3161.0,2851
3171.0,#N/A
3178.0,#N/A
3194.0,#N/A
3195.0,3062
3197.0,#N/A
3204.0,#N/A
3206.0,#N/A
3209.0,#N/A
3220.0,2196
3222.0,#N/A
3228.0,#N/A
3247.0,2345
3250.0,1161
3251.0,#N/A
3260.0,2089
3261.0,981
3262.0,2678
3264.0,#N/A
3266.0,#N/A
3268.0,#N/A
3276.0,#N/A
3290.0,#N/A
3291.0,#N/A
3292.0,1273
3295.0,#N/A
3296.0,121
3300.0,100
3306.0,2228
3312.0,#N/A
3313.0,2453
3314.0,1482
3322.0,#N/A
3327.0,#N/A
3329.0,#N/A
3337.0,1622
3338.0,3118
3340.0,439
3348.0,#N/A
3349.0,2830
3350.0,#N/A
3351.0,#N/A
3352.0,99
3358.0,#N/A
3367.0,1840
3369.0,2712
3371.0,#N/A
3377.0,22
3387.0,1684
3389.0,1098
3395.0,3052
3422.0,#N/A
3423.0,#N/A
3426.0,1991
3429.0,2420
3443.0,3026
3444.0,#N/A
3459.0,#N/A
3464.0,1316
3472.0,2877
3480.0,#N/A
3489.0,#N/A
3501.0,#N/A
3513.0,1429
3519.0,#N/A
3522.0,#N/A
3525.0,#N/A
3526.0,71
3549.0,#N/A
3553.0,#N/A
3556.0,#N/A
3559.0,2098
3560.0,#N/A
3567.0,#N/A
3569.0,#N/A
3580.0,#N/A
3583.0,#N/A
3589.0,1520
3597.0,#N/A
3601.0,#N/A
3608.0,#N/A
3625.0,#N/A
3629.0,556
3633.0,949
3639.0,#N/A
3640.0,#N/A
3650.0,#N/A
3652.0,#N/A
3658.0,#N/A
3662.0,1976
3665.0,1084
3674.0,#N/A
3676.0,2256
3679.0,#N/A
3689.0,#N/A
3692.0,#N/A
3693.0,#N/A
3697.0,138
3704.0,#N/A
3715.0,#N/A
3720.0,1740
3722.0,#N/A
3733.0,62
3740.0,431
3747.0,2252
3752.0,1742
3754.0,#N/A
3762.0,2617
3768.0,#N/A
3776.0,279
3777.0,#N/A
3789.0,#N/A
3793.0,2255
3802.0,#N/A
3803.0,1602
3808.0,#N/A
3816.0,#N/A
3817.0,#N/A
3827.0,#N/A
3829.0,#N/A
3838.0,#N/A
3840.0,#N/A
3841.0,#N/A
3846.0,287
3847.0,2371
3849.0,3190
3851.0,#N/A
3854.0,#N/A
3858.0,#N/A
3860.0,#N/A
3869.0,568
3871.0,#N/A
3876.0,#N/A
3879.0,#N/A
3883.0,#N/A
3890.0,#N/A
3893.0,#N/A
3896.0,#N/A
3903.0,2777
3904.0,#N/A
3907.0,#N/A
3914.0,#N/A
3921.0,#N/A
3923.0,#N/A
3924.0,142
3929.0,#N/A
3937.0,#N/A
3944.0,#N/A
3955.0,#N/A
3959.0,3470
3960.0,#N/A
3967.0,#N/A
3968.0,#N/A
3970.0,#N/A
3971.0,#N/A
3977.0,#N/A
3979.0,#N/A
3981.0,#N/A
3982.0,#N/A
3983.0,#N/A
3988.0,1907
3989.0,2570
3991.0,3244
4002.0,2324
4008.0,1175
4016.0,#N/A
4026.0,1114
4038.0,304
4041.0,#N/A
4042.0,1661
4047.0,#N/A
4052.0,#N/A
4055.0,3361
4060.0,#N/A
4067.0,#N/A
4071.0,#N/A
4082.0,#N/A
4088.0,2993
4090.0,#N/A
4094.0,877
4098.0,#N/A
4104.0,#N/A
4107.0,#N/A
4110.0,#N/A
4126.0,#N/A
4139.0,#N/A
4142.0,#N/A
4152.0,#N/A
4154.0,2244
4156.0,#N/A
4159.0,#N/A
4161.0,2808
4174.0,#N/A
4181.0,#N/A
4184.0,#N/A
4191.0,#N/A
4193.0,183
4198.0,2429
4204.0,#N/A
4211.0,#N/A
4212.0,#N/A
4215.0,#N/A
4221.0,#N/A
4228.0,#N/A
4231.0,#N/A
4247.0,606
4250.0,2558
4251.0,#N/A
4266.0,2591
4287.0,#N/A
4318.0,#N/A
4327.0,3416
4328.0,#N/A
4329.0,#N/A
4335.0,#N/A
4337.0,#N/A
4339.0,3054
4340.0,#N/A
4342.0,2083
4350.0,2317
4355.0,459
4360.0,1189
4361.0,2311
4369.0,1344
4381.0,#N/A
4387.0,#N/A
4409.0,#N/A
4413.0,#N/A
4414.0,#N/A
4433.0,#N/A
4434.0,965
4436.0,#N/A
4441.0,#N/A
4453.0,#N/A
4454.0,#N/A
4455.0,140
4458.0,#N/A
4462.0,#N/A
4464.0,#N/A
4467.0,#N/A
4468.0,2005
4469.0,284
4472.0,660
4473.0,#N/A
4477.0,#N/A
4479.0,#N/A
4480.0,2300
4487.0,#N/A
4494.0,#N/A
4495.0,#N/A
4498.0,2911
4507.0,2372
4512.0,#N/A
4516.0,#N/A
4517.0,2035
4520.0,#N/A
4526.0,#N/A
4533.0,#N/A
4541.0,#N/A
4544.0,#N/A
4565.0,#N/A
4571.0,1194
4572.0,2227
4573.0,1400
4574.0,#N/A
4576.0,1565
4581.0,#N/A
4582.0,3183
4591.0,#N/A
4593.0,#N/A
4596.0,#N/A
4597.0,#N/A
4598.0,#N/A
4600.0,#N/A
4601.0,2654
4603.0,#N/A
4615.0,#N/A
4617.0,#N/A
4621.0,#N/A
4622.0,344
4631.0,#N/A
4643.0,#N/A
4644.0,2594
4645.0,#N/A
4647.0,#N/A
4656.0,#N/A
4657.0,#N/A
4661.0,#N/A
4672.0,2182
4675.0,#N/A
4684.0,#N/A
4687.0,#N/A
4690.0,#N/A
4694.0,#N/A
4699.0,#N/A
4700.0,#N/A
4705.0,#N/A
4713.0,2201
4716.0,#N/A
4721.0,611
4724.0,872
4728.0,#N/A
4738.0,#N/A
4743.0,#N/A
4750.0,#N/A
4756.0,2598
4758.0,880
4759.0,2710
4762.0,65
4763.0,#N/A
4764.0,1089
4765.0,#N/A
4768.0,#N/A
4771.0,2814
4781.0,#N/A
4810.0,#N/A
4814.0,2829
4821.0,380
4822.0,#N/A
4830.0,#N/A
4831.0,33
4833.0,#N/A
4841.0,#N/A
4852.0,1669
4854.0,3277
4855.0,#N/A
4862.0,1716
4865.0,#N/A
4869.0,3447
4870.0,2253
4877.0,1159
4878.0,#N/A
4881.0,#N/A
4896.0,677
4900.0,#N/A
4903.0,#N/A
4913.0,164
4918.0,#N/A
4924.0,1497
4932.0,590
4933.0,#N/A
4936.0,#N/A
4937.0,2179
4940.0,#N/A
4943.0,#N/A
4950.0,#N/A
4955.0,#N/A
4967.0,#N/A
4969.0,1313
4970.0,#N/A
4975.0,#N/A
4978.0,#N/A
4985.0,#N/A
4987.0,3091
4991.0,2849
4996.0,77
4997.0,#N/A
4999.0,2732
5001.0,1522
5009.0,#N/A
5010.0,#N/A
5040.0,827
5043.0,#N/A
5050.0,#N/A
5053.0,#N/A
5074.0,1515
5085.0,#N/A
5092.0,#N/A
5095.0,#N/A
5096.0,#N/A
5101.0,#N/A
5103.0,#N/A
5108.0,#N/A
5122.0,#N/A
5127.0,3496
5137.0,#N/A
5164.0,#N/A
5167.0,#N/A
5179.0,3289
5197.0,2124
5217.0,2460
5223.0,#N/A
5228.0,1824
5234.0,2329
5235.0,2200
5236.0,#N/A
5237.0,2130
5241.0,1608
5259.0,#N/A
5265.0,442
5268.0,3334
5275.0,176
5276.0,#N/A
5291.0,#N/A
5293.0,#N/A
5314.0,2352
5315.0,#N/A
5319.0,1950
5320.0,#N/A
5323.0,1314
5327.0,#N/A
5334.0,#N/A
5336.0,#N/A
5337.0,#N/A
5338.0,2258
5357.0,2148
5365.0,3465
5373.0,#N/A
5375.0,#N/A
5383.0,#N/A
5387.0,#N/A
5388.0,1505
5392.0,3431
5400.0,148
5405.0,#N/A
5406.0,#N/A
5412.0,#N/A
5414.0,1310
5423.0,#N/A
5424.0,3169
5430.0,#N/A
5437.0,#N/A
5458.0,3370
5466.0,3369
5470.0,#N/A
5471.0,#N/A
5473.0,#N/A
5477.0,404
5494.0,#N/A
5498.0,#N/A
5502.0,#N/A
5507.0,#N/A
5514.0,#N/A
5520.0,#N/A
5522.0,#N/A
5525.0,#N/A
5528.0,110
5531.0,#N/A
5535.0,#N/A
5543.0,#N/A
5544.0,#N/A
5546.0,2972
5550.0,#N/A
5569.0,#N/A
5572.0,445
5575.0,843
5579.0,#N/A
5586.0,#N/A
5588.0,#N/A
5593.0,1358
5602.0,#N/A
5603.0,#N/A
5614.0,1449
5618.0,1712
5624.0,#N/A
5625.0,2935
5633.0,#N/A
5638.0,#N/A
5648.0,#N/A
5656.0,780
5659.0,#N/A
5660.0,#N/A
5667.0,2730
5676.0,#N/A
5684.0,2714
5702.0,#N/A
5705.0,1044
5714.0,#N/A
5716.0,218
5720.0,1738
5728.0,#N/A
5755.0,#N/A
5756.0,#N/A
5759.0,2120
5761.0,#N/A
5762.0,94
5784.0,#N/A
5786.0,2302
5795.0,3389
5799.0,2713
5808.0,3187
5820.0,#N/A
5821.0,#N/A
5823.0,3386
5828.0,#N/A
5838.0,#N/A
5846.0,#N/A
5847.0,#N/A
5853.0,#N/A
5854.0,1541
5855.0,#N/A
5856.0,#N/A
5857.0,#N/A
5858.0,3119
5860.0,#N/A
5862.0,#N/A
5864.0,#N/A
5872.0,#N/A
5875.0,#N/A
5880.0,#N/A
5883.0,3457
5884.0,1009
5885.0,2064
5886.0,270
5891.0,#N/A
5894.0,3
5901.0,#N/A
5902.0,#N/A
5910.0,#N/A
5925.0,2560
5930.0,2887
5931.0,#N/A
5933.0,3097
5934.0,#N/A
5935.0,#N/A
5940.0,#N/A
5956.0,#N/A
5957.0,#N/A
5967.0,132
5969.0,#N/A
5970.0,#N/A
5973.0,#N/A
5976.0,#N/A
5982.0,#N/A
5985.0,#N/A
5995.0,173
5997.0,#N/A
6000.0,#N/A
6003.0,1879
6009.0,#N/A
6012.0,2645
6013.0,#N/A
6019.0,2650
6022.0,#N/A
6026.0,43
6027.0,#N/A
6033.0,#N/A
6046.0,1502
6047.0,#N/A
6051.0,2997
6054.0,1537
6064.0,#N/A
6071.0,3051
6074.0,#N/A
6080.0,3253
6084.0,#N/A
6088.0,2138
6091.0,#N/A
6096.0,#N/A
6101.0,#N/A
6113.0,2753
6115.0,#N/A
6133.0,2566
6134.0,#N/A
6144.0,3132
6160.0,#N/A
6162.0,#N/A
6165.0,686
6166.0,#N/A
6175.0,#N/A
6182.0,#N/A
6190.0,#N/A
6194.0,#N/A
6203.0,#N/A
6205.0,#N/A
6218.0,#N/A
6222.0,#N/A
6223.0,3204
6231.0,#N/A
6232.0,#N/A
6233.0,#N/A
6238.0,#N/A
6239.0,1605
6246.0,678
6247.0,377
6255.0,#N/A
6256.0,#N/A
6259.0,3513
6263.0,#N/A
6266.0,928
6272.0,#N/A
6276.0,#N/A
6284.0,#N/A
6287.0,#N/A
6289.0,#N/A
6296.0,#N/A
6298.0,3155
6306.0,261
6313.0,#N/A
6314.0,#N/A
6315.0,#N/A
6317.0,#N/A
6320.0,#N/A
6324.0,#N/A
6327.0,#N/A
6337.0,#N/A
6354.0,3382
6372.0,#N/A
6375.0,#N/A
6382.0,1526
6383.0,#N/A
6396.0,2663
6400.0,2334
6407.0,#N/A
6416.0,3077
6418.0,1286
6419.0,#N/A
6427.0,2582
6438.0,#N/A
6450.0,1406
6466.0,#N/A
6471.0,#N/A
6472.0,#N/A
6478.0,#N/A
6496.0,#N/A
6505.0,#N/A
6514.0,1171
6517.0,#N/A
6529.0,2261
6530.0,#N/A
6536.0,669
6538.0,2846
6544.0,#N/A
6550.0,2243
6551.0,#N/A
6552.0,#N/A
6553.0,1719
6554.0,#N/A
6564.0,2496
6568.0,#N/A
6572.0,#N/A
6581.0,#N/A
6588.0,#N/A
6603.0,#N/A
6605.0,2450
6611.0,#N/A
6619.0,#N/A
6623.0,#N/A
6629.0,#N/A
6632.0,#N/A
6635.0,#N/A
6641.0,3268
6643.0,#N/A
6653.0,238
6662.0,#N/A
6671.0,#N/A
6673.0,#N/A
6681.0,39
6682.0,#N/A
6687.0,#N/A
6688.0,1500
6695.0,2291
6699.0,1920
6707.0,#N/A
6711.0,#N/A
6718.0,1966
6720.0,#N/A
6732.0,#N/A
6733.0,1739
6736.0,#N/A
6749.0,#N/A
6752.0,#N/A
6757.0,573
6762.0,#N/A
6766.0,#N/A
6779.0,543
6781.0,#N/A
6784.0,#N/A
6787.0,#N/A
6788.0,#N/A
6792.0,#N/A
6801.0,1001
6803.0,#N/A
6816.0,#N/A
6818.0,#N/A
6820.0,1557
6830.0,#N/A
6833.0,#N/A
6860.0,#N/A
6870.0,#N/A
6874.0,#N/A
6876.0,#N/A
6878.0,#N/A
6889.0,2129
6890.0,#N/A
6891.0,2651
6897.0,#N/A
6903.0,#N/A
6905.0,#N/A
6906.0,213
6916.0,#N/A
6927.0,2915
6929.0,#N/A
6937.0,1926
6939.0,#N/A
6943.0,#N/A
6948.0,#N/A
6958.0,3436
6961.0,#N/A
6962.0,1381
6964.0,#N/A
6969.0,#N/A
6986.0,#N/A
6989.0,#N/A
6990.0,1389
6993.0,#N/A
6996.0,#N/A
6998.0,1872
7006.0,#N/A
7011.0,#N/A
7013.0,#N/A
7023.0,526
7025.0,#N/A
7050.0,#N/A
7071.0,333
7075.0,#N/A
7090.0,52
7093.0,#N/A
7094.0,725
7097.0,#N/A
7101.0,1764
7109.0,93
7110.0,#N/A
7111.0,#N/A
7112.0,#N/A
7115.0,#N/A
7122.0,#N/A
7128.0,733
7141.0,2909
7145.0,#N/A
7149.0,#N/A
7152.0,#N/A
7166.0,#N/A
7182.0,1855
7185.0,#N/A
7191.0,415
7202.0,254
7212.0,#N/A
7215.0,2422
7229.0,#N/A
7233.0,#N/A
7235.0,3192
7238.0,705
7262.0,1427
7269.0,#N/A
7274.0,1607
7290.0,#N/A
7291.0,#N/A
7296.0,#N/A
7319.0,1930
7347.0,#N/A
7349.0,#N/A
7353.0,#N/A
7358.0,#N/A
7361.0,#N/A
7362.0,390
7367.0,#N/A
7368.0,#N/A
7371.0,#N/A
7380.0,3220
7381.0,900
7385.0,#N/A
7388.0,#N/A
7392.0,#N/A
7409.0,#N/A
7411.0,2930
7413.0,2247
7416.0,#N/A
7428.0,#N/A
7433.0,#N/A
7437.0,664
7438.0,#N/A
7439.0,#N/A
7440.0,#N/A
7445.0,#N/A
7461.0,#N/A
7466.0,#N/A
7470.0,#N/A
7476.0,#N/A
7481.0,1927
7486.0,1121
7501.0,#N/A
7509.0,#N/A
7511.0,1709
7519.0,#N/A
7522.0,#N/A
7523.0,#N/A
7524.0,#N/A
7531.0,2415
7533.0,221
7534.0,#N/A
7538.0,#N/A
7542.0,574
7544.0,#N/A
7546.0,#N/A
7548.0,#N/A
7553.0,1543
7557.0,#N/A
7560.0,#N/A
7570.0,2383
7572.0,76
7575.0,3343
7576.0,#N/A
7578.0,#N/A
7579.0,#N/A
7586.0,609
7588.0,#N/A
7596.0,#N/A
7605.0,#N/A
7607.0,#N/A
7609.0,511
7614.0,#N/A
7624.0,946
7626.0,#N/A
7631.0,721
7633.0,#N/A
7638.0,1321
7643.0,322
7657.0,#N/A
7662.0,3319
7667.0,#N/A
7672.0,1749
7676.0,#N/A
7682.0,226
7685.0,2724
7688.0,#N/A
7690.0,#N/A
7698.0,#N/A
7707.0,#N/A
7715.0,#N/A
7716.0,3014
7717.0,1539
7732.0,#N/A
7733.0,#N/A
7736.0,#N/A
7753.0,#N/A
7768.0,#N/A
7773.0,#N/A
7775.0,#N/A
7779.0,2818
7781.0,#N/A
7790.0,536
7791.0,427
7796.0,#N/A
7820.0,#N/A
7830.0,2012
7835.0,1450
7848.0,1703
7856.0,#N/A
7857.0,2848
7858.0,#N/A
7865.0,#N/A
7872.0,2017
7874.0,2569
7878.0,#N/A
7893.0,#N/A
7895.0,#N/A
7896.0,444
7901.0,#N/A
7916.0,#N/A
7924.0,#N/A
7934.0,#N/A
7939.0,692
7949.0,#N/A
7950.0,#N/A
7954.0,#N/A
7962.0,828
7966.0,#N/A
7973.0,83
7975.0,#N/A
7981.0,1844
7994.0,540
8000.0,1368
8007.0,#N/A
8009.0,#N/A
8015.0,2462
8016.0,362
8027.0,81
8028.0,#N/A
8032.0,#N/A
8034.0,2610
8036.0,#N/A
8038.0,#N/A
8041.0,457
8051.0,278
8062.0,#N/A
8064.0,#N/A
8070.0,#N/A
8073.0,#N/A
8074.0,#N/A
8076.0,#N/A
8080.0,3157
8098.0,635
8099.0,#N/A
8107.0,3314
8109.0,1018
8118.0,775
8125.0,370
8138.0,#N/A
8144.0,#N/A
8154.0,#N/A
8156.0,1495
8170.0,776
8178.0,1127
8181.0,#N/A
8182.0,#N/A
8190.0,1804
8197.0,#N/A
8210.0,830
8217.0,908
8219.0,#N/A
8225.0,372
8226.0,241
8230.0,#N/A
8244.0,#N/A
8264.0,#N/A
8266.0,86
8269.0,#N/A
8275.0,#N/A
8278.0,#N/A
8282.0,1106
8290.0,#N/A
8296.0,3151
8298.0,#N/A
8301.0,#N/A
8315.0,#N/A
8317.0,1305
8318.0,2008
8319.0,#N/A
8322.0,3170
8328.0,#N/A
8329.0,237
8330.0,#N/A
8338.0,720
8340.0,#N/A
8346.0,#N/A
8347.0,#N/A
8355.0,#N/A
8362.0,#N/A
8376.0,#N/A
8380.0,#N/A
8384.0,1650
