Identifier,N_kw = 5
8599.0,#N/A
8600.0,3441
8602.0,#N/A
8612.0,#N/A
8615.0,#N/A
8620.0,#N/A
8624.0,220
8632.0,#N/A
8659.0,4566
8664.0,345
8679.0,3490
8680.0,#N/A
8689.0,#N/A
8691.0,3058
8692.0,#N/A
8694.0,#N/A
8696.0,#N/A
8699.0,1717
8700.0,1108
8701.0,#N/A
8702.0,#N/A
8704.0,3048
8706.0,#N/A
8727.0,#N/A
8738.0,1208
8744.0,#N/A
8745.0,1014
8749.0,4151
8751.0,1231
8755.0,4016
8758.0,#N/A
8762.0,2011
8767.0,#N/A
8772.0,24
8775.0,4487
8787.0,#N/A
8791.0,#N/A
8798.0,#N/A
8799.0,1134
8804.0,#N/A
8809.0,#N/A
8812.0,1342
8814.0,#N/A
8823.0,4575
8824.0,#N/A
8826.0,#N/A
8828.0,1222
8838.0,508
8841.0,4813
8842.0,2784
8849.0,#N/A
8851.0,#N/A
8854.0,1278
8874.0,#N/A
8875.0,#N/A
8890.0,3534
8892.0,2105
8894.0,#N/A
8895.0,1693
8896.0,#N/A
8901.0,#N/A
8913.0,2224
8921.0,3627
8926.0,2274
8929.0,#N/A
8937.0,1745
8944.0,#N/A
8949.0,4320
8955.0,#N/A
8957.0,3578
8967.0,#N/A
8973.0,#N/A
8976.0,2430
8978.0,3911
8992.0,2332
9007.0,836
9010.0,614
9017.0,2853
9023.0,2378
9024.0,#N/A
9026.0,3909
9028.0,1720
9034.0,3962
9041.0,#N/A
9042.0,#N/A
9046.0,804
9053.0,2609
9061.0,904
9062.0,577
9065.0,#N/A
9075.0,3451
9076.0,#N/A
9082.0,#N/A
9093.0,735
9099.0,#N/A
9111.0,2302
9115.0,4311
9125.0,#N/A
9131.0,1826
9138.0,#N/A
9147.0,#N/A
9150.0,#N/A
9152.0,#N/A
9162.0,67
9163.0,332
9171.0,#N/A
9176.0,633
9182.0,#N/A
9191.0,#N/A
9203.0,4372
9204.0,3985
9205.0,517
9212.0,3022
9220.0,4539
9221.0,#N/A
9223.0,#N/A
9225.0,3311
9235.0,#N/A
9240.0,#N/A
9242.0,1931
9249.0,2588
9250.0,#N/A
9251.0,#N/A
9260.0,#N/A
9262.0,4346
9264.0,#N/A
9277.0,3914
9278.0,2154
9292.0,2059
9293.0,#N/A
9299.0,#N/A
9301.0,#N/A
9319.0,#N/A
9328.0,672
9341.0,#N/A
9357.0,#N/A
9364.0,#N/A
9372.0,#N/A
9378.0,4368
9379.0,4744
9380.0,#N/A
9383.0,#N/A
9384.0,#N/A
9388.0,#N/A
9390.0,1882
9396.0,156
9400.0,1986
9401.0,#N/A
9402.0,1508
9403.0,#N/A
9405.0,#N/A
9421.0,4037
9432.0,#N/A
9434.0,#N/A
9437.0,#N/A
9460.0,#N/A
9461.0,#N/A
9463.0,2350
9471.0,#N/A
9473.0,216
9475.0,#N/A
9486.0,#N/A
9492.0,1336
9498.0,#N/A
9499.0,#N/A
9507.0,1161
9515.0,#N/A
9517.0,1297
9524.0,#N/A
9531.0,3972
9535.0,2871
9538.0,2875
9542.0,#N/A
9546.0,#N/A
9548.0,1169
9553.0,#N/A
9563.0,#N/A
9572.0,3510
9577.0,#N/A
9580.0,#N/A
9592.0,#N/A
9594.0,#N/A
9597.0,#N/A
9605.0,330
9609.0,#N/A
9610.0,#N/A
9621.0,2507
9627.0,4717
9630.0,3572
9633.0,3915
9634.0,3916
9648.0,414
9650.0,#N/A
9651.0,#N/A
9657.0,#N/A
9659.0,2402
9667.0,#N/A
9668.0,#N/A
9679.0,740
9688.0,#N/A
9692.0,#N/A
9693.0,#N/A
9702.0,#N/A
9709.0,235
9717.0,54
9724.0,910
9732.0,1229
9733.0,#N/A
9743.0,#N/A
9748.0,#N/A
9750.0,#N/A
9751.0,2888
9764.0,#N/A
9765.0,#N/A
9771.0,3816
9773.0,#N/A
9776.0,3440
9796.0,#N/A
9799.0,#N/A
9802.0,#N/A
9805.0,#N/A
9812.0,#N/A
9814.0,1425
9819.0,4019
9824.0,1170
9826.0,1575
9827.0,#N/A
9843.0,4785
9845.0,4388
9846.0,#N/A
9848.0,#N/A
9858.0,#N/A
9859.0,#N/A
9865.0,2615
9881.0,3328
9884.0,#N/A
9890.0,#N/A
9896.0,1820
9899.0,3955
9904.0,2098
9905.0,#N/A
9908.0,3567
9917.0,2239
9932.0,#N/A
9940.0,3103
9944.0,#N/A
9946.0,4609
9947.0,4000
9967.0,2467
9968.0,4072
9970.0,3509
9975.0,3718
9976.0,#N/A
9979.0,#N/A
9981.0,#N/A
9995.0,4525
10000.0,#N/A
10008.0,3308
