doc_id,ranking,BM25 score
3222,,
3228,,
3247,,
3250,,
3251,2341.0,5.1069164
3260,,
3261,,
3262,4207.0,3.2730086
3264,4995.0,2.1661258
3266,,
3268,,
3276,,
3290,,
3291,4492.0,3.026369
3292,1446.0,6.7243023
3295,4172.0,3.3044305
3296,2948.0,4.283897
3300,1693.0,6.235021
3306,,
3312,2052.0,5.577787
3313,4612.0,2.8985603
3314,,
3322,,
3327,,
3329,,
3337,,
3338,,
3340,167.0,12.288495
3348,,
3349,,
3350,,
3351,,
3352,2300.0,5.1723332
3358,,
3367,396.0,9.885918
3369,4417.0,3.1040845
3371,,
3377,2671.0,4.5824466
3387,,
3389,,
3395,,
3422,,
3423,,
3426,,
3429,161.0,12.376437
3443,,
3444,343.0,10.165219
3459,,
3464,1823.0,5.9944453
3472,1558.0,6.478222
3480,,
3489,,
3501,,
3513,2840.0,4.386394
3519,,
3522,2056.0,5.5727115
3525,,
3526,,
3549,2270.0,5.226309
3553,,
3556,,
3559,,
3560,,
3567,,
3569,3319.0,3.9654317
3580,,
3583,4352.0,3.1667764
3589,4652.0,2.8449414
3597,,
3601,2199.0,5.3417115
3608,700.0,8.536637
3625,,
3629,267.0,10.836918
3633,,
3639,,
3640,4773.0,2.6277158
3650,,
3652,3999.0,3.4467373
3658,,
3662,629.0,8.770703
3665,2846.0,4.383537
3674,,
3676,,
3679,,
3689,,
3692,,
3693,,
3697,1983.0,5.717107
3704,2744.0,4.4919076
3715,,
3720,,
3722,,
3733,25.0,17.28081
3740,,
3747,,
3752,,
3754,,
3762,92.0,13.917524
3768,,
3776,1767.0,6.103279
3777,1423.0,6.758165
3789,4436.0,3.0823424
3793,672.0,8.620383
3802,4538.0,2.9835293
3803,,
3808,182.0,12.07222
3816,4949.0,2.2247152
3817,238.0,11.216614
3827,,
3829,,
3838,,
3840,,
3841,2886.0,4.3430605
3846,,
3847,1374.0,6.8601723
3849,,
3851,,
3854,,
3858,,
3860,,
3869,,
3871,,
3876,1089.0,7.5445685
3879,,
3883,,
3890,,
3893,,
3896,,
3903,1992.0,5.7000756
3904,2968.0,4.25861
3907,4469.0,3.0482302
3914,,
3921,,
3923,,
3924,1804.0,6.0272727
3929,,
3937,,
3944,,
3955,2070.0,5.5510693
3959,,
3960,,
3967,4543.0,2.97611
3968,,
3970,,
3971,,
3977,,
3979,4565.0,2.9521596
3981,17.0,18.414352
3982,,
3983,,
3988,1640.0,6.326826
3989,4983.0,2.1779654
3991,,
4002,,
4008,,
4016,,
4026,4241.0,3.2458994
4038,1141.0,7.402529
4041,,
4042,648.0,8.697496
4047,3394.0,3.9056792
4052,,
4055,,
4060,2992.0,4.2369604
4067,,
4071,,
4082,,
4088,,
4090,1660.0,6.3049393
4094,2790.0,4.4280987
4098,,
4104,,
4107,,
4110,,
4126,,
4139,,
4142,3320.0,3.9654102
4152,,
4154,1353.0,6.910005
4156,,
4159,3651.0,3.7106192
4161,916.0,7.967932
4174,,
4181,,
4184,1894.0,5.8522835
4191,,
4193,307.0,10.430171
4198,1070.0,7.589135
4204,,
4211,,
4212,966.0,7.857389
4215,,
4221,,
4228,1128.0,7.443208
4231,,
4247,912.0,7.9725537
4250,,
4251,,
4266,569.0,8.996625
4287,,
4318,4997.0,2.1623702
4327,,
4328,3305.0,3.9748588
4329,3769.0,3.6260288
4335,874.0,8.084825
4337,2246.0,5.257124
4339,1150.0,7.39125
4340,3981.0,3.462194
4342,,
4350,,
4355,1968.0,5.7337356
4360,4513.0,3.0050223
4361,4536.0,2.985018
4369,3327.0,3.9605443
4381,,
4387,,
4409,,
4413,,
4414,,
4433,,
4434,,
4436,77.0,14.277386
4441,,
4453,,
4454,,
4455,,
4458,,
4462,3961.0,3.4732726
4464,1501.0,6.6013227
4467,,
4468,1288.0,7.0364966
4469,848.0,8.166257
4472,2209.0,5.3189664
4473,,
4477,,
4479,,
4480,2478.0,4.879372
4487,1650.0,6.315808
4494,2596.0,4.683508
4495,,
4498,,
4507,3977.0,3.4674597
4512,2915.0,4.321404
4516,,
4517,,
4520,4011.0,3.4323528
4526,,
4533,,
4541,3650.0,3.7133172
4544,2132.0,5.462845
4565,,
4571,2134.0,5.461804
4572,2519.0,4.8024416
4573,,
4574,,
4576,,
4581,,
4582,4692.0,2.790834
4591,,
4593,4893.0,2.3637636
4596,,
4597,,
4598,,
4600,,
4601,1442.0,6.7256474
4603,295.0,10.553396
4615,,
4617,,
4621,,
4622,3745.0,3.64245
4631,,
4643,,
4644,,
4645,3625.0,3.7270746
4647,,
4656,2100.0,5.5142837
4657,,
4661,870.0,8.099272
4672,,
4675,,
4684,,
4687,,
4690,,
4694,,
4699,,
4700,,
4705,,
4713,,
4716,,
4721,,
4724,4567.0,2.9515073
4728,1905.0,5.8326216
4738,179.0,12.144063
4743,,
4750,2565.0,4.7347584
4756,2857.0,4.3736906
4758,3221.0,4.0395975
4759,339.0,10.200827
4762,3346.0,3.947824
4763,3952.0,3.4859014
4764,2200.0,5.3411994
4765,,
4768,2222.0,5.3034945
4771,,
4781,2264.0,5.2355204
4810,1962.0,5.744881
4814,,
4821,946.0,7.8923407
4822,,
4830,,
4831,483.0,9.40984
4833,,
4841,,
4852,,
4854,,
4855,,
4862,,
4865,4425.0,3.0983675
4869,908.0,7.980826
4870,516.0,9.228091
4877,4163.0,3.3157651
4878,,
4881,3455.0,3.8601575
4896,3439.0,3.868731
4900,,
4903,4471.0,3.046253
4913,,
4918,38.0,16.241024
4924,,
4932,3589.0,3.757703
4933,4833.0,2.5064769
4936,,
4937,1461.0,6.691787
4940,,
4943,,
4950,,
4955,,
4967,,
4969,1274.0,7.063924
4970,1645.0,6.323763
4975,3188.0,4.0717187
4978,,
4985,4003.0,3.4428163
4987,4957.0,2.2171516
4991,998.0,7.7676425
4996,40.0,16.163317
4997,,
4999,737.0,8.4266
5001,2087.0,5.535989
5009,,
5010,,
5040,,
5043,,
5050,,
5053,,
5074,259.0,10.948189
5085,,
5092,2013.0,5.662982
5095,,
5096,419.0,9.759607
5101,438.0,9.650458
5103,2812.0,4.41199
5108,387.0,9.925603
5122,,
5127,830.0,8.212401
5137,,
5164,,
5167,,
5179,2175.0,5.3741417
5197,1598.0,6.4130907
5217,,
5223,,
5228,3964.0,3.4724321
5234,654.0,8.674979
5235,,
5236,,
5237,1600.0,6.4041085
5241,2690.0,4.562296
5259,4908.0,2.3062298
5265,4048.0,3.403093
5268,,
5275,3958.0,3.4792142
5276,1949.0,5.7668366
5291,4905.0,2.3191717
5293,,
5314,,
5315,,
5319,,
5320,,
5323,3939.0,3.4954402
5327,1381.0,6.849483
5334,706.0,8.515416
5336,,
5337,,
5338,3891.0,3.5274348
5357,1669.0,6.2800097
5365,,
5373,,
5375,,
5383,1984.0,5.7167945
5387,,
5388,,
5392,3398.0,3.900404
5400,,
5405,3443.0,3.8679917
5406,,
5412,371.0,9.998912
5414,,
5423,90.0,13.9337225
5424,3773.0,3.622096
5430,,
5437,2355.0,5.0836744
5458,,
5466,,
5470,4164.0,3.3151612
5471,,
5473,3436.0,3.8712442
5477,,
5494,1063.0,7.607776
5498,,
5502,56.0,15.302121
5507,,
5514,490.0,9.359229
5520,1801.0,6.035577
5522,2869.0,4.359796
5525,,
5528,2235.0,5.2772636
5531,,
5535,,
5543,3328.0,3.9600565
5544,,
5546,1632.0,6.345425
5550,610.0,8.850033
5569,,
5572,3036.0,4.1983643
5575,,
5579,418.0,9.762386
5586,,
5588,3280.0,3.9939818
5593,1300.0,7.016709
5602,,
5603,,
5614,,
5618,3504.0,3.8211381
5624,,
5625,,
5633,4365.0,3.154326
5638,4082.0,3.3777971
5648,3836.0,3.5698824
5656,1129.0,7.442979
5659,3214.0,4.050174
5660,,
5667,2706.0,4.5449753
5676,,
5684,,
5702,,
5705,,
5714,,
5716,,
5720,,
5728,,
5755,1820.0,5.998204
5756,,
5759,,
5761,,
5762,,
5784,,
5786,,
5795,905.0,7.984671
5799,,
5808,3711.0,3.6641555
5820,,
5821,,
5823,,
5828,846.0,8.1729
5838,,
5846,,
5847,447.0,9.602604
5853,,
5854,,
5855,,
5856,1515.0,6.575603
5857,,
5858,59.0,15.1900215
5860,3179.0,4.0785437
5862,,
5864,2677.0,4.5716
5872,10.0,20.99067
5875,,
5880,1117.0,7.480612
5883,,
5884,406.0,9.8144865
5885,4338.0,3.1736877
5886,,
5891,1795.0,6.046787
5894,3400.0,3.899664
5901,,
5902,,
5910,,
5925,3752.0,3.6390855
5930,4923.0,2.2614455
5931,,
5933,,
5934,,
5935,,
5940,,
5956,,
5957,,
5967,1183.0,7.3166256
5969,,
5970,,
5973,4765.0,2.6398027
5976,,
5982,,
5985,,
5995,4426.0,3.0965836
5997,110.0,13.543918
6000,,
6003,,
6009,,
6012,4808.0,2.5617778
6013,,
6019,,
6022,,
6026,2419.0,4.9633284
6027,,
6033,1332.0,6.954843
6046,,
6047,,
6051,,
6054,1466.0,6.6863256
6064,,
6071,2161.0,5.406789
6074,2253.0,5.2470813
6080,1740.0,6.1526814
6084,461.0,9.551728
6088,1347.0,6.918862
6091,,
6096,,
6101,3192.0,4.0660524
6113,655.0,8.673163
6115,1041.0,7.6718493
6133,2120.0,5.492842
6134,,
6144,2279.0,5.2024517
6160,101.0,13.709046
6162,,
6165,3197.0,4.0629635
6166,,
6175,4838.0,2.4927452
6182,4360.0,3.160794
6190,,
6194,4697.0,2.7744393
6203,1897.0,5.8474526
6205,,
6218,1474.0,6.671792
6222,,
6223,3194.0,4.0649457
6231,3790.0,3.6031291
6232,3675.0,3.692103
6233,4870.0,2.4211159
6238,,
6239,2457.0,4.913807
6246,,
6247,156.0,12.456889
6255,,
6256,3741.0,3.6445646
6259,,
6263,,
6266,,
6272,1184.0,7.314556
6276,,
6284,,
6287,2687.0,4.5636196
6289,2361.0,5.0732107
6296,,
6298,,
6306,2393.0,5.0108747
6313,3730.0,3.653123
6314,,
6315,9.0,21.34857
6317,,
6320,,
6324,,
6327,,
6337,1254.0,7.1012163
6354,,
6372,,
6375,,
6382,1579.0,6.4448166
6383,65.0,14.674693
6396,2792.0,4.4274054
6400,3623.0,3.729489
6407,1859.0,5.924337
6416,122.0,13.179114
6418,,
6419,3301.0,3.976971
6427,,
6438,944.0,7.8982353
6450,,
6466,,
6471,3756.0,3.6373017
6472,,
6478,2079.0,5.546164
6496,2501.0,4.837658
6505,2131.0,5.4631124
6514,31.0,16.66883
6517,733.0,8.437813
6529,3157.0,4.097166
6530,2828.0,4.396552
6536,1900.0,5.842082
6538,,
6544,,
6550,,
6551,,
6552,,
6553,,
6554,,
6564,1776.0,6.077716
6568,,
6572,,
6581,,
6588,,
6603,,
6605,2897.0,4.3356676
6611,3385.0,3.9163437
6619,,
6623,4568.0,2.9501953
6629,,
6632,,
6635,1007.0,7.747401
6641,,
6643,,
6653,2276.0,5.2051916
6662,,
6671,,
6673,,
6681,181.0,12.127063
6682,,
6687,,
6688,2426.0,4.95144
6695,1745.0,6.1412215
6699,,
6707,4827.0,2.5282192
6711,,
6718,1671.0,6.2750993
6720,,
6732,,
6733,,
6736,94.0,13.780761
6749,,
6752,2920.0,4.3170943
6757,2819.0,4.400935
6762,,
6766,,
6779,3908.0,3.5127366
6781,,
6784,1217.0,7.2190127
6787,4584.0,2.934095
6788,593.0,8.921141
6792,715.0,8.497292
6801,2440.0,4.933038
6803,2557.0,4.7402763
6816,,
6818,,
6820,,
6830,4895.0,2.3588405
6833,,
6860,296.0,10.544178
6870,,
6874,,
6876,,
6878,,
6889,,
6890,441.0,9.645122
6891,2648.0,4.613116
6897,,
6903,,
6905,,
6906,884.0,8.053275
6916,,
6927,,
6929,,
6937,4875.0,2.41555
6939,,
6943,1520.0,6.567908
6948,,
6958,,
6961,806.0,8.262037
6962,4589.0,2.927873
6964,,
6969,,
6986,594.0,8.920688
6989,,
6990,1159.0,7.379638
6993,3506.0,3.81997
6996,,
6998,,
7006,,
7011,,
7013,1453.0,6.7150903
7023,,
7025,,
7050,4123.0,3.3401115
7071,1409.0,6.784832
7075,4657.0,2.83935
7090,2462.0,4.9055696
7093,,
7094,878.0,8.073105
7097,,
7101,,
7109,,
7110,1225.0,7.1858935
7111,,
7112,,
7115,,
7122,,
7128,2377.0,5.0438128
7141,,
7145,,
7149,3995.0,3.4484453
7152,3412.0,3.8887627
7166,2242.0,5.2625475
7182,,
7185,,
7191,3985.0,3.46063
7202,26.0,17.274216
7212,,
7215,,
7229,,
7233,2474.0,4.8880253
7235,4801.0,2.5789175
7238,2012.0,5.6644526
7262,,
7269,,
7274,121.0,13.203059
7290,,
7291,4385.0,3.1309078
7296,,
7319,,
7347,,
7349,,
7353,,
7358,,
7361,,
7362,2055.0,5.5736947
7367,,
7368,1035.0,7.6849833
7371,394.0,9.8890295
7380,351.0,10.120404
7381,2412.0,4.9704857
7385,,
7388,,
7392,,
7409,1892.0,5.854413
7411,,
7413,364.0,10.031419
7416,711.0,8.510438
7428,,
7433,681.0,8.592664
7437,804.0,8.265877
7438,2612.0,4.6614046
7439,,
7440,2730.0,4.5166483
7445,,
7461,1853.0,5.9422045
7466,3082.0,4.153902
7470,911.0,7.975761
7476,3057.0,4.1742435
7481,2403.0,4.9879923
7486,3689.0,3.6768699
7501,,
7509,,
7511,2757.0,4.4684477
7519,,
7522,,
7523,1858.0,5.925733
7524,,
7531,1196.0,7.2733736
7533,345.0,10.158543
7534,1335.0,6.9468412
7538,,
7542,1172.0,7.349274
7544,2960.0,4.263722
7546,,
7548,,
7553,4362.0,3.1584504
7557,,
7560,4713.0,2.7430735
7570,2186.0,5.357022
7572,1350.0,6.9129953
7575,2144.0,5.451805
7576,4996.0,2.1640782
7578,3164.0,4.090992
7579,2460.0,4.9097443
7586,,
7588,2914.0,4.321574
7596,280.0,10.663593
7605,,
7607,4079.0,3.379371
7609,,
7614,2922.0,4.3162246
7624,1286.0,7.039532
7626,,
7631,242.0,11.105471
7633,,
7638,,
7643,4065.0,3.39338
7657,1628.0,6.3570256
7662,1190.0,7.2904263
7667,2543.0,4.758345
7672,,
7676,240.0,11.161128
7682,,
7685,252.0,10.98635
7688,,
7690,,
7698,2356.0,5.083474
7707,,
7715,4964.0,2.2071023
7716,3917.0,3.5053537
7717,2049.0,5.582358
7732,,
7733,,
7736,,
7753,1296.0,7.0217195
7768,1972.0,5.729297
7773,3383.0,3.917436
7775,4411.0,3.108086
7779,,
7781,,
7790,,
7791,941.0,7.9041944
7796,,
7820,,
7830,,
7835,,
7848,563.0,9.01391
7856,421.0,9.728074
7857,3904.0,3.5157342
7858,3820.0,3.5774004
7865,991.0,7.7813253
7872,4570.0,2.9469714
7874,,
7878,537.0,9.103224
7893,3578.0,3.766534
7895,,
7896,,
7901,,
7916,,
7924,840.0,8.183592
7934,3373.0,3.925119
7939,,
7949,,
7950,,
7954,493.0,9.340667
7962,,
7966,,
7973,1615.0,6.3828244
7975,,
7981,146.0,12.646583
7994,458.0,9.559929
8000,1611.0,6.3915267
8007,,
8009,,
8015,,
8016,,
8027,258.0,10.951388
8028,,
8032,,
8034,1187.0,7.309856
8036,,
8038,,
8041,1240.0,7.1526337
8051,,
8062,,
8064,3580.0,3.765535
8070,,
8073,247.0,11.055937
8074,,
8076,,
8080,896.0,8.02267
8098,,
8099,,
8107,1426.0,6.752093
8109,919.0,7.9637766
8118,,
8125,2809.0,4.415345
8138,,
8144,,
8154,,
8156,3531.0,3.799973
8170,2866.0,4.364035
8178,,
8181,,
8182,2970.0,4.2577095
8190,,
8197,,
8210,2133.0,5.4626465
8217,1081.0,7.56154
8219,,
8225,302.0,10.507376
8226,261.0,10.938549
8230,,
8244,,
8264,,
8266,778.0,8.3290415
8269,951.0,7.890085
8275,,
8278,3771.0,3.6241765
8282,,
8290,3943.0,3.4915574
8296,,
8298,,
8301,,
8315,,
8317,,
8318,4199.0,3.2785757
8319,,
8322,,
8328,,
8329,131.0,13.003948
8330,,
8338,1593.0,6.4213653
8340,4508.0,3.0078351
8346,,
8347,,
8355,,
8362,,
8376,2972.0,4.2555656
8380,,
8384,,
8391,,
8396,,
8398,752.0,8.387253
8403,,
8408,,
8413,278.0,10.677594
8420,2963.0,4.2601027
8439,,
8453,,
8455,,
8458,,
8465,,
8467,,
8471,448.0,9.599811
8477,4979.0,2.188795
8478,505.0,9.302833
8480,,
8481,1194.0,7.2792044
8485,,
8486,2251.0,5.248395
8488,158.0,12.435359
8489,,
8498,,
8501,2504.0,4.829826
8505,3208.0,4.056045
8507,943.0,7.899066
8512,,
8513,1342.0,6.9299583
8516,2532.0,4.77324
8524,1879.0,5.8734055
8532,3392.0,3.9093018
8533,4691.0,2.7912498
8541,,
8543,,
8544,1422.0,6.759783
8546,,
8555,2360.0,5.0769315
8556,1372.0,6.862953
8559,3801.0,3.5937881
8564,,
8570,,
8573,,
8577,,
8580,,
8590,1970.0,5.731418
8599,,
8600,,
8602,,
8612,3607.0,3.7445016
8615,,
8620,,
8624,,
8632,3152.0,4.1025686
8659,311.0,10.421987
8664,,
8679,2801.0,4.42081
8680,,
8689,852.0,8.143419
8691,934.0,7.9197035
8692,,
8694,,
8696,4235.0,3.2483869
8699,4648.0,2.848108
8700,,
8701,3528.0,3.8027892
8702,,
8704,,
8706,3882.0,3.5350404
8727,,
8738,2307.0,5.1594505
8744,,
8745,,
8749,,
8751,,
8755,142.0,12.665075
8758,2761.0,4.464288
8762,134.0,12.87732
8767,,
8772,2781.0,4.439831
8775,4727.0,2.7194211
8787,,
8791,,
8798,,
8799,,
8804,,
8809,,
8812,,
8814,669.0,8.632796
8823,4148.0,3.3269088
8824,1026.0,7.702137
8826,4389.0,3.1279836
