doc_id,ranking,BM25 score
1,,
4,,
10,,
11,,
26,,
31,,
41,,
47,,
50,,
60,,
76,,
81,,
84,,
85,,
86,,
87,,
88,,
90,,
100,,
107,,
111,,
114,,
115,,
123,,
124,,
130,,
140,,
142,,
169,,
177,,
180,,
183,,
185,,
187,,
193,,
197,,
201,,
204,,
212,,
217,,
240,,
245,,
252,,
253,,
263,,
270,,
278,,
285,,
286,,
288,188.0,18.06139
294,,
297,,
300,,
301,,
302,,
303,,
309,,
313,,
315,,
325,,
328,,
333,,
342,,
343,,
345,,
350,,
351,,
352,357.0,12.515836
356,,
358,,
368,,
371,,
373,,
376,,
380,,
382,,
391,,
403,,
406,,
416,,
417,,
419,,
426,,
430,,
433,,
440,,
441,,
468,,
471,,
483,,
485,,
487,,
493,,
494,,
501,,
508,,
513,,
521,,
547,,
569,,
579,,
585,,
593,,
596,,
601,,
604,,
606,,
615,,
627,,
635,,
643,,
652,,
655,,
656,,
661,,
662,,
665,,
666,59.0,27.162415
668,,
674,,
686,,
694,,
700,,
701,,
705,,
708,,
711,,
714,,
715,,
730,,
733,,
739,,
743,,
746,,
750,,
755,,
762,,
763,,
769,,
776,,
778,,
779,,
782,,
787,23.0,33.452267
790,,
796,,
797,,
798,,
799,,
800,,
807,,
817,,
834,,
835,,
838,,
839,,
845,,
848,,
851,,
861,,
874,,
876,,
879,,
891,,
903,,
914,,
919,,
921,,
925,,
931,,
940,,
950,,
952,,
964,,
968,,
972,,
973,,
974,,
981,,
997,,
1012,,
1018,,
1024,,
1027,,
1029,,
1030,,
1039,,
1041,,
1043,,
1045,,
1048,,
1054,,
1063,,
1076,,
1082,,
1088,,
1103,,
1105,,
1106,,
1108,,
1111,,
1112,,
1117,,
1120,,
1121,,
1127,,
1131,,
1137,,
1139,,
1140,,
1149,,
1151,,
1159,,
1160,,
1165,,
1167,,
1168,,
1179,,
1184,335.0,13.178755
1185,,
1186,,
1190,,
1194,,
1195,,
1198,,
1203,,
1210,,
1219,,
1231,,
1233,,
1241,,
1242,,
1245,,
1246,,
1248,,
1254,,
1256,,
1261,,
1270,217.0,16.839619
1273,,
1276,,
1280,,
1287,,
1288,,
1290,,
1295,422.0,10.07437
1298,,
1312,,
1314,,
1320,,
1327,,
1331,,
1333,,
1337,,
1343,,
1351,,
1358,,
1362,,
1368,,
1382,,
1389,,
1393,,
1397,,
1416,,
1435,,
1442,,
1457,,
1462,,
1464,,
1466,,
1477,,
1481,,
1488,,
1492,,
1494,,
1495,,
1500,,
1502,,
1504,,
1506,,
1509,,
1510,123.0,21.632647
1512,,
1513,,
1526,,
1534,,
1537,,
1548,,
1553,,
1555,73.0,25.138311
1565,,
1572,,
1577,,
1595,,
1613,,
1614,,
1618,,
1621,,
1623,,
1624,,
1627,,
1631,,
1634,,
1636,,
1638,,
1645,,
1662,,
1665,,
1681,286.0,14.489016
1683,,
1688,,
1695,,
1698,,
1705,,
1709,,
1718,,
1724,,
1727,,
1728,,
1738,,
1752,,
1758,,
1764,,
1783,,
1785,,
1796,,
1801,,
1802,,
1804,,
1810,,
1830,,
1832,33.0,30.285355
1833,,
1840,,
1844,,
1848,,
1854,,
1858,,
1861,,
1866,,
1872,,
1873,,
1875,,
1877,,
1879,,
1884,,
1894,,
1910,,
1929,,
1932,,
1933,,
1936,,
1937,,
1948,,
1951,,
1954,,
1957,,
1959,,
1970,,
1971,,
1972,,
1973,,
1974,,
1978,,
2000,,
2014,,
2015,,
2021,,
2031,,
2034,,
2045,,
2051,,
2055,,
2060,,
2086,,
2091,,
2095,,
2101,,
2102,,
2104,,
2105,,
2116,,
2138,,
2165,,
2167,,
2169,,
2170,,
2175,,
2181,,
2187,,
2191,,
2201,,
2202,,
2204,,
2211,,
2219,,
2220,,
2226,,
2230,,
2231,,
2236,,
2237,235.0,15.996114
2243,,
2250,,
2260,,
2269,,
2272,390.0,11.277608
2280,,
2287,266.0,15.07147
2296,,
2298,,
2299,,
2304,,
2310,,
2316,,
2331,,
2337,,
2338,,
2342,,
2346,,
2347,,
2349,,
2359,,
2360,,
2362,,
