Identifier,N_kw = 10
952.0,#N/A
964.0,3282
968.0,#N/A
972.0,2654
973.0,#N/A
974.0,#N/A
981.0,#N/A
997.0,#N/A
1012.0,#N/A
1018.0,2414
1024.0,#N/A
1027.0,#N/A
1029.0,3066
1030.0,910
1039.0,#N/A
1041.0,#N/A
1043.0,#N/A
1045.0,#N/A
1048.0,3460
1054.0,#N/A
1063.0,#N/A
1076.0,#N/A
1082.0,#N/A
1088.0,2661
1103.0,#N/A
1105.0,1751
1106.0,1797
1108.0,#N/A
1111.0,#N/A
1112.0,#N/A
1117.0,#N/A
1120.0,#N/A
1121.0,#N/A
1127.0,1204
1131.0,#N/A
1137.0,#N/A
1139.0,#N/A
1140.0,3075
1149.0,#N/A
1151.0,#N/A
1159.0,2389
1160.0,#N/A
1165.0,279
1167.0,1981
1168.0,#N/A
1179.0,#N/A
1184.0,#N/A
1185.0,1913
1186.0,#N/A
1190.0,3367
1194.0,#N/A
1195.0,#N/A
1198.0,#N/A
1203.0,#N/A
1210.0,#N/A
1219.0,2478
1231.0,#N/A
1233.0,#N/A
1241.0,#N/A
1242.0,#N/A
1245.0,#N/A
1246.0,2573
1248.0,#N/A
1254.0,#N/A
1256.0,#N/A
1261.0,#N/A
1270.0,#N/A
1273.0,2025
1276.0,3480
1280.0,3129
1287.0,#N/A
1288.0,#N/A
1290.0,#N/A
1295.0,#N/A
1298.0,#N/A
1312.0,1140
1314.0,3103
1320.0,#N/A
1327.0,#N/A
1331.0,#N/A
1333.0,#N/A
1337.0,515
1343.0,#N/A
1351.0,#N/A
1358.0,#N/A
1362.0,2850
1368.0,2864
1382.0,#N/A
1389.0,#N/A
1393.0,#N/A
1397.0,2583
1416.0,#N/A
1435.0,#N/A
1442.0,#N/A
1457.0,340
1462.0,#N/A
1464.0,2222
1466.0,#N/A
1477.0,#N/A
1481.0,#N/A
1488.0,957
1492.0,#N/A
1494.0,#N/A
1495.0,1416
1500.0,#N/A
1502.0,#N/A
1504.0,#N/A
1506.0,1156
1509.0,706
1510.0,412
1512.0,#N/A
1513.0,#N/A
1526.0,2690
1534.0,#N/A
1537.0,#N/A
1548.0,443
1553.0,#N/A
1555.0,484
1565.0,#N/A
1572.0,2430
1577.0,1353
1595.0,#N/A
1613.0,#N/A
1614.0,#N/A
1618.0,1082
1621.0,#N/A
1623.0,#N/A
1624.0,#N/A
1627.0,#N/A
1631.0,2431
1634.0,#N/A
1636.0,2731
1638.0,#N/A
1645.0,2279
1662.0,#N/A
1665.0,2007
1681.0,#N/A
1683.0,3326
1688.0,1430
1695.0,#N/A
1698.0,#N/A
1705.0,#N/A
1709.0,#N/A
1718.0,1283
1724.0,2979
1727.0,#N/A
1728.0,#N/A
1738.0,3370
1752.0,#N/A
1758.0,#N/A
1764.0,#N/A
1783.0,#N/A
1785.0,#N/A
1796.0,480
1801.0,1921
1802.0,#N/A
1804.0,#N/A
1810.0,#N/A
1830.0,2286
1832.0,#N/A
1833.0,#N/A
1840.0,#N/A
1844.0,#N/A
1848.0,#N/A
1854.0,#N/A
1858.0,2200
1861.0,#N/A
1866.0,#N/A
1872.0,1767
1873.0,#N/A
1875.0,#N/A
1877.0,#N/A
1879.0,#N/A
1884.0,2230
1894.0,#N/A
1910.0,405
1929.0,1511
1932.0,#N/A
1933.0,#N/A
1936.0,#N/A
1937.0,743
1948.0,1397
1951.0,#N/A
1954.0,#N/A
1957.0,196
1959.0,#N/A
1970.0,#N/A
1971.0,2966
1972.0,#N/A
1973.0,#N/A
1974.0,#N/A
1978.0,#N/A
2000.0,#N/A
2014.0,#N/A
2015.0,#N/A
2021.0,1522
2031.0,134
2034.0,79
2045.0,#N/A
2051.0,#N/A
2055.0,#N/A
2060.0,#N/A
2086.0,#N/A
2091.0,#N/A
2095.0,1996
2101.0,#N/A
2102.0,39
2104.0,1014
2105.0,#N/A
2116.0,#N/A
2138.0,689
2165.0,#N/A
2167.0,#N/A
2169.0,782
2170.0,1456
2175.0,2454
2181.0,#N/A
2187.0,#N/A
2191.0,#N/A
2201.0,#N/A
2202.0,#N/A
2204.0,#N/A
2211.0,#N/A
2219.0,#N/A
2220.0,136
2226.0,1145
2230.0,#N/A
2231.0,#N/A
2236.0,#N/A
2237.0,#N/A
2243.0,#N/A
2250.0,#N/A
2260.0,2549
2269.0,#N/A
2272.0,#N/A
2280.0,#N/A
2287.0,3238
2296.0,#N/A
2298.0,227
2299.0,#N/A
2304.0,1155
2310.0,#N/A
2316.0,#N/A
2331.0,#N/A
2337.0,#N/A
2338.0,#N/A
2342.0,2633
2346.0,#N/A
2347.0,#N/A
2349.0,#N/A
2359.0,#N/A
2360.0,#N/A
2362.0,420
2365.0,#N/A
2366.0,992
2368.0,#N/A
2384.0,#N/A
2385.0,#N/A
2389.0,#N/A
2399.0,#N/A
2404.0,742
2414.0,3206
2415.0,3111
2420.0,#N/A
2437.0,#N/A
2439.0,#N/A
2440.0,#N/A
2454.0,#N/A
2459.0,#N/A
2464.0,774
2467.0,#N/A
2471.0,3224
2474.0,#N/A
2482.0,2995
2490.0,#N/A
2491.0,#N/A
2492.0,#N/A
2501.0,#N/A
2502.0,#N/A
2505.0,#N/A
2511.0,#N/A
2512.0,#N/A
2514.0,#N/A
2523.0,#N/A
2524.0,#N/A
2525.0,#N/A
2528.0,527
2532.0,1505
2533.0,1887
2535.0,#N/A
2536.0,#N/A
2540.0,#N/A
2541.0,994
2542.0,#N/A
2551.0,#N/A
2555.0,#N/A
2556.0,1884
2557.0,#N/A
2568.0,1367
2569.0,#N/A
2578.0,1073
2580.0,#N/A
2584.0,#N/A
2593.0,175
2594.0,#N/A
2595.0,3004
2599.0,#N/A
2600.0,3485
2607.0,2360
2609.0,#N/A
2613.0,#N/A
2614.0,#N/A
2617.0,#N/A
2621.0,#N/A
2635.0,1899
2637.0,647
2640.0,671
2647.0,#N/A
2648.0,2143
2649.0,#N/A
2653.0,#N/A
2657.0,#N/A
2664.0,#N/A
2669.0,#N/A
2670.0,#N/A
2671.0,#N/A
2680.0,#N/A
2686.0,#N/A
2688.0,#N/A
2692.0,1202
2698.0,#N/A
2703.0,#N/A
2706.0,#N/A
2710.0,#N/A
2723.0,1941
2734.0,#N/A
2735.0,#N/A
2743.0,1641
2744.0,1413
2747.0,#N/A
2751.0,#N/A
2754.0,#N/A
2756.0,#N/A
2757.0,#N/A
2760.0,3274
2767.0,3223
2788.0,#N/A
2795.0,#N/A
2800.0,3139
2804.0,#N/A
2805.0,#N/A
2807.0,#N/A
2811.0,#N/A
2817.0,1081
2818.0,331
2825.0,#N/A
2826.0,#N/A
2827.0,#N/A
2830.0,2501
2835.0,3444
2842.0,#N/A
2864.0,#N/A
2868.0,#N/A
2869.0,#N/A
2870.0,2502
2871.0,#N/A
2873.0,593
2879.0,#N/A
2887.0,#N/A
2892.0,#N/A
2894.0,#N/A
2896.0,#N/A
2897.0,#N/A
2898.0,1111
2903.0,2957
2928.0,#N/A
2937.0,#N/A
2938.0,#N/A
2939.0,#N/A
2943.0,785
2946.0,#N/A
2953.0,#N/A
2961.0,#N/A
2964.0,19
2975.0,#N/A
2988.0,#N/A
3006.0,#N/A
3010.0,260
3012.0,951
3020.0,2146
3024.0,1030
3025.0,2875
3026.0,#N/A
3029.0,1273
3037.0,#N/A
3038.0,#N/A
3044.0,#N/A
3048.0,#N/A
3050.0,3365
3058.0,#N/A
3063.0,#N/A
3078.0,#N/A
3080.0,#N/A
3084.0,2495
3086.0,92
3090.0,#N/A
3096.0,#N/A
3100.0,#N/A
3108.0,602
3111.0,#N/A
3113.0,#N/A
3123.0,#N/A
3125.0,#N/A
3127.0,3441
3128.0,1113
3131.0,#N/A
3135.0,#N/A
3139.0,#N/A
3143.0,#N/A
3146.0,#N/A
3150.0,#N/A
3153.0,#N/A
3154.0,1293
3156.0,1523
3158.0,585
3159.0,#N/A
3160.0,#N/A
3161.0,#N/A
3171.0,#N/A
3178.0,#N/A
3194.0,3398
3195.0,2078
3197.0,#N/A
3204.0,#N/A
3206.0,1761
3209.0,#N/A
3220.0,#N/A
3222.0,2300
3228.0,1856
3247.0,#N/A
3250.0,377
3251.0,#N/A
3260.0,#N/A
3261.0,#N/A
3262.0,2069
3264.0,#N/A
3266.0,#N/A
3268.0,#N/A
3276.0,1346
3290.0,#N/A
3291.0,3402
3292.0,52
3295.0,#N/A
3296.0,3014
3300.0,1148
3306.0,#N/A
3312.0,2367
3313.0,1121
3314.0,1622
3322.0,3255
3327.0,#N/A
3329.0,1165
3337.0,#N/A
3338.0,1282
3340.0,138
3348.0,3500
3349.0,#N/A
3350.0,2669
3351.0,2619
3352.0,1313
3358.0,1524
3367.0,1250
3369.0,#N/A
3371.0,#N/A
3377.0,110
3387.0,#N/A
3389.0,#N/A
3395.0,#N/A
3422.0,#N/A
3423.0,#N/A
3426.0,495
3429.0,#N/A
3443.0,650
3444.0,#N/A
3459.0,#N/A
3464.0,645
3472.0,#N/A
3480.0,2489
3489.0,3281
3501.0,#N/A
3513.0,2254
3519.0,#N/A
3522.0,#N/A
3525.0,#N/A
3526.0,135
3549.0,#N/A
3553.0,#N/A
3556.0,#N/A
3559.0,1528
3560.0,#N/A
3567.0,#N/A
3569.0,#N/A
3580.0,#N/A
3583.0,613
3589.0,#N/A
3597.0,#N/A
3601.0,#N/A
3608.0,1040
3625.0,#N/A
3629.0,384
3633.0,#N/A
3639.0,#N/A
3640.0,#N/A
3650.0,2540
3652.0,#N/A
3658.0,3488
3662.0,2416
3665.0,1305
3674.0,#N/A
3676.0,1481
3679.0,#N/A
3689.0,#N/A
3692.0,#N/A
3693.0,#N/A
3697.0,320
3704.0,#N/A
3715.0,#N/A
3720.0,#N/A
3722.0,#N/A
3733.0,#N/A
3740.0,1181
3747.0,2987
3752.0,#N/A
3754.0,#N/A
3762.0,1150
3768.0,#N/A
3776.0,324
3777.0,#N/A
3789.0,#N/A
3793.0,1025
3802.0,2521
3803.0,464
3808.0,#N/A
3816.0,#N/A
3817.0,2617
3827.0,2317
3829.0,#N/A
3838.0,#N/A
3840.0,#N/A
3841.0,#N/A
3846.0,600
3847.0,#N/A
3849.0,2717
3851.0,#N/A
3854.0,#N/A
3858.0,#N/A
3860.0,#N/A
3869.0,#N/A
3871.0,#N/A
3876.0,2523
3879.0,#N/A
3883.0,#N/A
3890.0,2249
3893.0,#N/A
3896.0,#N/A
3903.0,#N/A
3904.0,1882
3907.0,#N/A
3914.0,#N/A
3921.0,#N/A
3923.0,#N/A
3924.0,319
3929.0,#N/A
3937.0,#N/A
3944.0,#N/A
3955.0,1609
3959.0,#N/A
3960.0,#N/A
3967.0,#N/A
3968.0,#N/A
3970.0,#N/A
3971.0,#N/A
3977.0,#N/A
3979.0,#N/A
3981.0,2006
3982.0,#N/A
3983.0,#N/A
3988.0,#N/A
3989.0,#N/A
3991.0,#N/A
4002.0,573
4008.0,#N/A
4016.0,#N/A
4026.0,121
4038.0,274
4041.0,#N/A
4042.0,3390
4047.0,#N/A
4052.0,#N/A
4055.0,1673
4060.0,#N/A
4067.0,#N/A
4071.0,#N/A
4082.0,2021
4088.0,749
4090.0,#N/A
4094.0,1436
4098.0,1710
4104.0,1433
4107.0,#N/A
4110.0,#N/A
4126.0,#N/A
4139.0,#N/A
4142.0,#N/A
4152.0,#N/A
4154.0,#N/A
4156.0,#N/A
4159.0,#N/A
4161.0,#N/A
4174.0,#N/A
4181.0,#N/A
4184.0,#N/A
4191.0,#N/A
4193.0,403
4198.0,#N/A
4204.0,#N/A
4211.0,#N/A
4212.0,#N/A
4215.0,#N/A
4221.0,#N/A
4228.0,528
4231.0,#N/A
4247.0,1506
4250.0,#N/A
4251.0,#N/A
4266.0,#N/A
4287.0,1660
4318.0,#N/A
4327.0,#N/A
4328.0,#N/A
4329.0,3374
4335.0,#N/A
4337.0,2545
4339.0,2375
4340.0,#N/A
4342.0,#N/A
4350.0,#N/A
4355.0,1603
4360.0,361
4361.0,1928
4369.0,750
4381.0,#N/A
4387.0,1215
4409.0,#N/A
4413.0,#N/A
4414.0,#N/A
4433.0,2564
4434.0,#N/A
4436.0,#N/A
4441.0,#N/A
4453.0,#N/A
4454.0,#N/A
4455.0,56
4458.0,#N/A
4462.0,#N/A
4464.0,2972
4467.0,1026
4468.0,1614
4469.0,424
4472.0,1437
4473.0,3364
4477.0,#N/A
4479.0,3266
4480.0,2023
4487.0,#N/A
4494.0,1874
4495.0,#N/A
4498.0,1961
4507.0,#N/A
4512.0,#N/A
4516.0,#N/A
4517.0,#N/A
4520.0,2187
4526.0,#N/A
4533.0,#N/A
4541.0,#N/A
4544.0,#N/A
4565.0,#N/A
4571.0,3321
4572.0,1221
4573.0,337
4574.0,2742
4576.0,#N/A
4581.0,#N/A
4582.0,3256
4591.0,2457
4593.0,#N/A
4596.0,1664
4597.0,#N/A
4598.0,#N/A
4600.0,#N/A
4601.0,1142
4603.0,#N/A
4615.0,2479
4617.0,3280
4621.0,#N/A
4622.0,441
4631.0,#N/A
4643.0,#N/A
4644.0,#N/A
4645.0,670
4647.0,2134
4656.0,529
4657.0,#N/A
4661.0,2748
4672.0,2566
4675.0,#N/A
4684.0,#N/A
4687.0,#N/A
4690.0,#N/A
4694.0,#N/A
4699.0,#N/A
4700.0,#N/A
4705.0,#N/A
4713.0,#N/A
4716.0,#N/A
4721.0,849
4724.0,2746
4728.0,#N/A
4738.0,#N/A
4743.0,#N/A
4750.0,#N/A
4756.0,875
4758.0,571
4759.0,#N/A
4762.0,395
4763.0,#N/A
4764.0,2438
4765.0,#N/A
4768.0,1782
4771.0,1102
4781.0,#N/A
4810.0,#N/A
4814.0,1815
4821.0,2954
4822.0,#N/A
4830.0,2944
4831.0,672
4833.0,#N/A
4841.0,#N/A
4852.0,426
4854.0,#N/A
4855.0,#N/A
4862.0,#N/A
4865.0,1272
4869.0,1709
4870.0,#N/A
4877.0,1783
4878.0,#N/A
4881.0,#N/A
4896.0,3053
4900.0,#N/A
4903.0,#N/A
4913.0,#N/A
4918.0,1265
4924.0,#N/A
4932.0,3136
4933.0,#N/A
4936.0,2365
4937.0,3472
4940.0,#N/A
4943.0,#N/A
4950.0,#N/A
4955.0,#N/A
4967.0,#N/A
4969.0,2618
4970.0,#N/A
4975.0,3505
4978.0,#N/A
4985.0,#N/A
4987.0,497
4991.0,935
4996.0,2119
4997.0,#N/A
4999.0,#N/A
5001.0,#N/A
5009.0,1417
5010.0,#N/A
5040.0,1141
5043.0,#N/A
5050.0,#N/A
5053.0,#N/A
5074.0,#N/A
5085.0,#N/A
5092.0,#N/A
5095.0,#N/A
5096.0,#N/A
5101.0,#N/A
5103.0,#N/A
5108.0,#N/A
5122.0,#N/A
5127.0,766
5137.0,#N/A
5164.0,3383
5167.0,#N/A
5179.0,437
5197.0,1268
5217.0,1894
5223.0,791
5228.0,635
5234.0,2884
5235.0,2179
5236.0,2931
5237.0,#N/A
5241.0,#N/A
5259.0,3250
5265.0,229
5268.0,#N/A
5275.0,3027
5276.0,#N/A
5291.0,#N/A
5293.0,#N/A
5314.0,#N/A
5315.0,#N/A
5319.0,#N/A
5320.0,#N/A
5323.0,2770
5327.0,1581
5334.0,2340
5336.0,1605
5337.0,#N/A
5338.0,#N/A
5357.0,1810
5365.0,#N/A
5373.0,#N/A
5375.0,#N/A
5383.0,#N/A
5387.0,#N/A
5388.0,534
5392.0,1475
5400.0,#N/A
5405.0,#N/A
5406.0,#N/A
5412.0,#N/A
5414.0,#N/A
5423.0,#N/A
5424.0,2753
5430.0,#N/A
5437.0,#N/A
5458.0,#N/A
5466.0,#N/A
5470.0,759
5471.0,#N/A
5473.0,#N/A
5477.0,2723
5494.0,#N/A
5498.0,#N/A
5502.0,#N/A
5507.0,#N/A
5514.0,#N/A
5520.0,#N/A
5522.0,#N/A
5525.0,#N/A
5528.0,682
5531.0,1650
5535.0,#N/A
5543.0,#N/A
5544.0,#N/A
5546.0,2123
5550.0,#N/A
5569.0,1806
5572.0,#N/A
5575.0,#N/A
5579.0,#N/A
5586.0,#N/A
5588.0,#N/A
5593.0,3203
5602.0,#N/A
5603.0,#N/A
5614.0,#N/A
5618.0,#N/A
5624.0,#N/A
5625.0,#N/A
5633.0,#N/A
5638.0,3262
5648.0,#N/A
5656.0,1395
5659.0,#N/A
5660.0,#N/A
5667.0,1963
5676.0,#N/A
5684.0,#N/A
5702.0,3393
5705.0,2061
5714.0,#N/A
5716.0,428
5720.0,#N/A
5728.0,#N/A
5755.0,#N/A
5756.0,#N/A
5759.0,1219
5761.0,#N/A
5762.0,622
5784.0,2319
5786.0,2009
5795.0,1046
5799.0,#N/A
5808.0,#N/A
5820.0,#N/A
5821.0,#N/A
5823.0,970
5828.0,#N/A
5838.0,#N/A
5846.0,3100
5847.0,3113
5853.0,#N/A
5854.0,873
5855.0,#N/A
5856.0,#N/A
5857.0,#N/A
5858.0,2793
5860.0,#N/A
5862.0,#N/A
5864.0,#N/A
5872.0,1453
5875.0,568
5880.0,#N/A
5883.0,#N/A
5884.0,#N/A
5885.0,#N/A
5886.0,#N/A
5891.0,1975
5894.0,55
5901.0,#N/A
5902.0,2703
5910.0,#N/A
5925.0,2259
5930.0,#N/A
5931.0,#N/A
5933.0,1307
5934.0,#N/A
5935.0,#N/A
5940.0,#N/A
5956.0,#N/A
5957.0,#N/A
5967.0,2801
5969.0,#N/A
5970.0,2084
5973.0,#N/A
5976.0,#N/A
5982.0,2938
5985.0,#N/A
5995.0,#N/A
5997.0,2962
6000.0,#N/A
6003.0,#N/A
6009.0,#N/A
6012.0,#N/A
6013.0,#N/A
6019.0,#N/A
6022.0,#N/A
6026.0,730
6027.0,#N/A
6033.0,2792
6046.0,#N/A
6047.0,#N/A
6051.0,1560
6054.0,#N/A
6064.0,2081
6071.0,#N/A
6074.0,#N/A
6080.0,2492
6084.0,#N/A
6088.0,2631
6091.0,1807
6096.0,1463
6101.0,#N/A
6113.0,#N/A
6115.0,#N/A
6133.0,1732
6134.0,#N/A
6144.0,769
6160.0,#N/A
6162.0,#N/A
6165.0,1043
6166.0,#N/A
6175.0,#N/A
6182.0,#N/A
6190.0,#N/A
6194.0,2869
6203.0,#N/A
6205.0,#N/A
6218.0,663
6222.0,#N/A
6223.0,#N/A
6231.0,#N/A
6232.0,#N/A
6233.0,3249
6238.0,#N/A
6239.0,1669
6246.0,#N/A
6247.0,#N/A
6255.0,#N/A
6256.0,#N/A
6259.0,3395
6263.0,#N/A
6266.0,2251
6272.0,#N/A
6276.0,#N/A
6284.0,#N/A
6287.0,#N/A
6289.0,2087
6296.0,#N/A
6298.0,3305
6306.0,372
6313.0,#N/A
6314.0,#N/A
6315.0,#N/A
6317.0,#N/A
6320.0,#N/A
6324.0,#N/A
6327.0,#N/A
6337.0,#N/A
6354.0,#N/A
6372.0,#N/A
6375.0,3348
6382.0,#N/A
6383.0,3501
6396.0,#N/A
6400.0,#N/A
6407.0,#N/A
6416.0,3156
6418.0,#N/A
6419.0,#N/A
6427.0,#N/A
6438.0,#N/A
6450.0,2335
6466.0,#N/A
6471.0,#N/A
6472.0,#N/A
6478.0,#N/A
6496.0,#N/A
6505.0,842
6514.0,#N/A
6517.0,#N/A
6529.0,#N/A
6530.0,#N/A
6536.0,3440
6538.0,#N/A
6544.0,#N/A
6550.0,#N/A
6551.0,#N/A
6552.0,#N/A
6553.0,#N/A
6554.0,#N/A
6564.0,2307
6568.0,#N/A
6572.0,#N/A
6581.0,1619
6588.0,1808
6603.0,#N/A
6605.0,#N/A
6611.0,#N/A
6619.0,#N/A
6623.0,#N/A
6629.0,2845
6632.0,#N/A
6635.0,#N/A
6641.0,1286
6643.0,#N/A
6653.0,177
6662.0,#N/A
6671.0,#N/A
6673.0,#N/A
6681.0,356
6682.0,#N/A
6687.0,#N/A
6688.0,#N/A
6695.0,#N/A
6699.0,111
6707.0,#N/A
6711.0,#N/A
6718.0,2120
6720.0,#N/A
6732.0,3230
6733.0,278
6736.0,#N/A
6749.0,#N/A
6752.0,#N/A
6757.0,#N/A
6762.0,#N/A
6766.0,#N/A
6779.0,#N/A
6781.0,#N/A
6784.0,#N/A
6787.0,#N/A
6788.0,#N/A
6792.0,2214
6801.0,2525
6803.0,#N/A
6816.0,#N/A
6818.0,#N/A
6820.0,2406
6830.0,#N/A
6833.0,#N/A
6860.0,#N/A
6870.0,#N/A
6874.0,#N/A
6876.0,#N/A
6878.0,#N/A
6889.0,#N/A
6890.0,#N/A
6891.0,2103
6897.0,#N/A
6903.0,#N/A
6905.0,3198
6906.0,301
6916.0,#N/A
6927.0,#N/A
6929.0,#N/A
6937.0,#N/A
6939.0,649
6943.0,#N/A
6948.0,#N/A
6958.0,#N/A
6961.0,#N/A
6962.0,398
6964.0,#N/A
6969.0,3159
6986.0,#N/A
6989.0,858
6990.0,2634
6993.0,#N/A
6996.0,#N/A
6998.0,#N/A
7006.0,#N/A
7011.0,#N/A
7013.0,#N/A
7023.0,474
7025.0,#N/A
7050.0,#N/A
7071.0,1444
7075.0,162
7090.0,22
7093.0,#N/A
7094.0,1042
7097.0,#N/A
7101.0,#N/A
7109.0,2994
7110.0,#N/A
7111.0,#N/A
7112.0,#N/A
7115.0,#N/A
7122.0,#N/A
7128.0,852
7141.0,#N/A
7145.0,#N/A
7149.0,#N/A
7152.0,#N/A
7166.0,2102
7182.0,1906
7185.0,#N/A
7191.0,1001
7202.0,1454
7212.0,#N/A
7215.0,#N/A
7229.0,#N/A
7233.0,#N/A
7235.0,523
7238.0,3237
7262.0,#N/A
7269.0,#N/A
7274.0,1500
7290.0,1909
7291.0,1644
7296.0,703
7319.0,1596
7347.0,#N/A
7349.0,2950
7353.0,#N/A
7358.0,#N/A
7361.0,#N/A
7362.0,2638
7367.0,#N/A
7368.0,3408
7371.0,1546
7380.0,#N/A
7381.0,2856
7385.0,#N/A
7388.0,#N/A
7392.0,#N/A
7409.0,2493
7411.0,1097
7413.0,3461
7416.0,#N/A
7428.0,#N/A
7433.0,1954
7437.0,888
7438.0,#N/A
7439.0,#N/A
7440.0,#N/A
7445.0,#N/A
7461.0,#N/A
7466.0,2990
7470.0,470
7476.0,2026
7481.0,#N/A
7486.0,664
7501.0,#N/A
7509.0,2110
7511.0,1688
7519.0,#N/A
7522.0,1704
7523.0,#N/A
7524.0,1561
7531.0,#N/A
7533.0,1252
7534.0,#N/A
7538.0,#N/A
7542.0,51
7544.0,#N/A
7546.0,#N/A
7548.0,#N/A
7553.0,#N/A
7557.0,642
7560.0,2159
7570.0,#N/A
7572.0,735
7575.0,2452
7576.0,3092
7578.0,#N/A
7579.0,#N/A
7586.0,1238
7588.0,1287
7596.0,#N/A
7605.0,999
7607.0,#N/A
7609.0,1834
7614.0,2138
7624.0,#N/A
7626.0,#N/A
7631.0,1071
7633.0,#N/A
7638.0,#N/A
7643.0,564
7657.0,#N/A
7662.0,#N/A
7667.0,1244
7672.0,#N/A
7676.0,1324
7682.0,#N/A
7685.0,#N/A
7688.0,#N/A
7690.0,#N/A
7698.0,#N/A
7707.0,406
7715.0,#N/A
7716.0,2098
7717.0,#N/A
7732.0,2278
7733.0,#N/A
7736.0,#N/A
7753.0,2350
7768.0,#N/A
7773.0,1514
7775.0,#N/A
7779.0,2043
7781.0,#N/A
7790.0,3149
7791.0,2660
7796.0,3101
7820.0,#N/A
7830.0,#N/A
7835.0,#N/A
7848.0,#N/A
7856.0,#N/A
7857.0,#N/A
7858.0,1049
7865.0,#N/A
7872.0,103
7874.0,#N/A
7878.0,#N/A
7893.0,#N/A
7895.0,#N/A
7896.0,#N/A
7901.0,#N/A
7916.0,#N/A
7924.0,3118
7934.0,1632
7939.0,2683
7949.0,#N/A
7950.0,#N/A
7954.0,#N/A
7962.0,#N/A
7966.0,#N/A
7973.0,20
7975.0,#N/A
7981.0,85
7994.0,2738
8000.0,2450
8007.0,#N/A
8009.0,1798
8015.0,#N/A
8016.0,182
8027.0,589
8028.0,#N/A
8032.0,#N/A
8034.0,2236
8036.0,2137
8038.0,#N/A
8041.0,3084
8051.0,3504
8062.0,3352
8064.0,#N/A
8070.0,#N/A
8073.0,#N/A
8074.0,#N/A
8076.0,#N/A
8080.0,1589
8098.0,911
8099.0,#N/A
8107.0,#N/A
8109.0,#N/A
8118.0,1855
8125.0,1449
8138.0,#N/A
8144.0,#N/A
8154.0,#N/A
8156.0,#N/A
8170.0,1845
8178.0,790
8181.0,#N/A
8182.0,567
8190.0,#N/A
8197.0,#N/A
8210.0,2624
8217.0,519
8219.0,#N/A
8225.0,562
8226.0,462
8230.0,#N/A
8244.0,#N/A
8264.0,#N/A
8266.0,146
8269.0,3018
8275.0,2435
8278.0,#N/A
8282.0,#N/A
8290.0,#N/A
8296.0,#N/A
8298.0,2077
8301.0,#N/A
8315.0,#N/A
8317.0,#N/A
8318.0,388
8319.0,#N/A
8322.0,#N/A
8328.0,#N/A
8329.0,33
8330.0,#N/A
8338.0,3391
8340.0,#N/A
8346.0,#N/A
8347.0,#N/A
8355.0,#N/A
