Identifier,N_kw = 5
8580.0,3445
8590.0,#N/A
8599.0,3509
8600.0,2777
8602.0,#N/A
8612.0,#N/A
8615.0,#N/A
8620.0,#N/A
8624.0,1163
8632.0,#N/A
8659.0,4487
8664.0,2466
8679.0,#N/A
8680.0,769
8689.0,#N/A
8691.0,1931
8692.0,#N/A
8694.0,#N/A
8696.0,#N/A
8699.0,1938
8700.0,2535
8701.0,4035
8702.0,#N/A
8704.0,#N/A
8706.0,#N/A
8727.0,#N/A
8738.0,2139
8744.0,4215
8745.0,1528
8749.0,2969
8751.0,1066
8755.0,#N/A
8758.0,#N/A
8762.0,466
8767.0,#N/A
8772.0,923
8775.0,#N/A
8787.0,2687
8791.0,#N/A
8798.0,#N/A
8799.0,2080
8804.0,#N/A
8809.0,1705
8812.0,4613
8814.0,#N/A
8823.0,3640
8824.0,#N/A
8826.0,#N/A
8828.0,1290
8838.0,1131
8841.0,301
8842.0,1009
8849.0,#N/A
8851.0,4259
8854.0,2207
8874.0,#N/A
8875.0,#N/A
8890.0,1928
8892.0,#N/A
8894.0,#N/A
8895.0,1665
8896.0,4266
8901.0,#N/A
8913.0,1865
8921.0,3514
8926.0,1027
8929.0,#N/A
8937.0,#N/A
8944.0,3731
8949.0,#N/A
8955.0,#N/A
8957.0,#N/A
8967.0,2902
8973.0,#N/A
8976.0,3110
8978.0,2925
8992.0,1050
9007.0,181
9010.0,2489
9017.0,#N/A
9023.0,#N/A
9024.0,1316
9026.0,3486
9028.0,2125
9034.0,#N/A
9041.0,#N/A
9042.0,#N/A
9046.0,#N/A
9053.0,42
9061.0,374
9062.0,873
9065.0,#N/A
9075.0,#N/A
9076.0,#N/A
9082.0,#N/A
9093.0,1755
9099.0,2644
9111.0,2145
9115.0,4494
9125.0,#N/A
9131.0,2368
9138.0,#N/A
9147.0,#N/A
9150.0,#N/A
9152.0,#N/A
9162.0,322
9163.0,503
9171.0,#N/A
9176.0,1019
9182.0,#N/A
9191.0,1754
9203.0,2861
9204.0,3694
9205.0,1299
9212.0,#N/A
9220.0,1884
9221.0,3359
9223.0,4040
9225.0,#N/A
9235.0,#N/A
9240.0,#N/A
9242.0,#N/A
9249.0,#N/A
9250.0,#N/A
9251.0,#N/A
9260.0,#N/A
9262.0,#N/A
9264.0,#N/A
9277.0,2952
9278.0,#N/A
9292.0,317
9293.0,4057
9299.0,#N/A
9301.0,#N/A
9319.0,#N/A
9328.0,965
9341.0,#N/A
9357.0,2700
9364.0,#N/A
9372.0,845
9378.0,#N/A
9379.0,#N/A
9380.0,#N/A
9383.0,#N/A
9384.0,4669
9388.0,268
9390.0,#N/A
9396.0,1016
9400.0,#N/A
9401.0,#N/A
9402.0,2326
9403.0,2670
9405.0,#N/A
9421.0,#N/A
9432.0,#N/A
9434.0,#N/A
9437.0,#N/A
9460.0,1334
9461.0,#N/A
9463.0,2630
9471.0,#N/A
9473.0,2888
9475.0,#N/A
9486.0,#N/A
9492.0,233
9498.0,#N/A
9499.0,#N/A
9507.0,831
9515.0,#N/A
9517.0,1513
9524.0,#N/A
9531.0,#N/A
9535.0,3204
9538.0,4028
9542.0,#N/A
9546.0,#N/A
9548.0,1500
9553.0,4687
9563.0,#N/A
9572.0,#N/A
9577.0,#N/A
9580.0,#N/A
9592.0,1425
9594.0,#N/A
9597.0,#N/A
9605.0,#N/A
9609.0,#N/A
9610.0,4452
9621.0,1347
9627.0,1846
9630.0,#N/A
9633.0,1144
9634.0,1098
9648.0,4443
9650.0,3513
9651.0,1320
9657.0,#N/A
9659.0,2334
9667.0,#N/A
9668.0,1642
9679.0,2989
9688.0,#N/A
9692.0,3594
9693.0,#N/A
9702.0,#N/A
9709.0,20
9717.0,464
9724.0,1573
9732.0,2064
9733.0,#N/A
9743.0,2159
9748.0,#N/A
9750.0,#N/A
9751.0,3688
9764.0,#N/A
9765.0,#N/A
9771.0,1773
9773.0,1465
9776.0,#N/A
9796.0,#N/A
9799.0,#N/A
9802.0,1370
9805.0,896
9812.0,4748
9814.0,2666
9819.0,#N/A
9824.0,#N/A
9826.0,3664
9827.0,#N/A
9843.0,3806
9845.0,1836
9846.0,#N/A
9848.0,2890
9858.0,4308
9859.0,4309
9865.0,#N/A
9881.0,#N/A
9884.0,#N/A
9890.0,#N/A
9896.0,3672
9899.0,3288
9904.0,1966
9905.0,#N/A
9908.0,3000
9917.0,1284
9932.0,#N/A
9940.0,#N/A
9944.0,#N/A
9946.0,3017
9947.0,1161
9967.0,#N/A
9968.0,#N/A
9970.0,#N/A
9975.0,#N/A
9976.0,#N/A
9979.0,#N/A
9981.0,#N/A
9995.0,#N/A
10000.0,3185
10008.0,2651
