Identifier,N_kw = 5,N_kw = 10,N_kw = 15
4705,#N/A,#N/A,#N/A
4713,#N/A,2201,#N/A
4716,2738,#N/A,#N/A
4721,4667,611,#N/A
4724,402,872,171
4728,#N/A,#N/A,#N/A
4738,674,#N/A,#N/A
4743,#N/A,#N/A,#N/A
4750,2928,#N/A,#N/A
4756,#N/A,2598,#N/A
4758,440,880,133
4759,918,2710,#N/A
4762,#N/A,65,615
4763,4803,#N/A,#N/A
4764,#N/A,1089,#N/A
4765,#N/A,#N/A,#N/A
4768,2334,#N/A,#N/A
4771,586,2814,#N/A
4781,1943,#N/A,#N/A
4810,#N/A,#N/A,#N/A
4814,2055,2829,#N/A
4821,93,380,#N/A
4822,2878,#N/A,#N/A
4830,#N/A,#N/A,#N/A
4831,27,33,322
4833,895,#N/A,#N/A
4841,#N/A,#N/A,#N/A
4852,121,1669,577
4854,2518,3277,#N/A
4855,489,#N/A,#N/A
4862,#N/A,1716,#N/A
4865,#N/A,#N/A,#N/A
4869,#N/A,3447,#N/A
4870,2584,2253,#N/A
4877,#N/A,1159,#N/A
4878,3245,#N/A,#N/A
4881,2714,#N/A,#N/A
4896,#N/A,677,660
4900,#N/A,#N/A,#N/A
4903,3354,#N/A,#N/A
4913,1536,164,173
4918,#N/A,#N/A,#N/A
4924,2719,1497,#N/A
4932,2372,590,#N/A
4933,1779,#N/A,#N/A
4936,2995,#N/A,1459
4937,2830,2179,#N/A
4940,#N/A,#N/A,#N/A
4943,#N/A,#N/A,#N/A
4950,#N/A,#N/A,#N/A
4955,1845,#N/A,#N/A
4967,#N/A,#N/A,#N/A
4969,#N/A,1313,#N/A
4970,2932,#N/A,#N/A
4975,#N/A,#N/A,#N/A
4978,#N/A,#N/A,#N/A
4985,#N/A,#N/A,#N/A
4987,3810,3091,#N/A
4991,2202,2849,#N/A
4996,318,77,#N/A
4997,2522,#N/A,#N/A
4999,3297,2732,#N/A
5001,3659,1522,#N/A
5009,4302,#N/A,#N/A
5010,#N/A,#N/A,#N/A
5040,#N/A,827,286
5043,#N/A,#N/A,#N/A
5050,#N/A,#N/A,#N/A
5053,#N/A,#N/A,#N/A
5074,124,1515,1479
5085,4076,#N/A,#N/A
5092,2740,#N/A,#N/A
5095,#N/A,#N/A,#N/A
5096,#N/A,#N/A,#N/A
5101,1147,#N/A,#N/A
5103,#N/A,#N/A,#N/A
5108,1052,#N/A,#N/A
5122,#N/A,#N/A,#N/A
5127,#N/A,3496,#N/A
5137,#N/A,#N/A,#N/A
5164,#N/A,#N/A,#N/A
5167,#N/A,#N/A,#N/A
5179,3520,3289,#N/A
5197,3839,2124,1467
5217,1000,2460,#N/A
5223,#N/A,#N/A,989
5228,#N/A,1824,1213
5234,3647,2329,652
5235,#N/A,2200,#N/A
5236,2282,#N/A,#N/A
5237,#N/A,2130,#N/A
5241,#N/A,1608,#N/A
5259,1344,#N/A,1067
5265,#N/A,442,#N/A
5268,1926,3334,#N/A
5275,3740,176,#N/A
5276,1213,#N/A,#N/A
5291,3780,#N/A,#N/A
5293,#N/A,#N/A,#N/A
5314,2539,2352,#N/A
5315,#N/A,#N/A,#N/A
5319,#N/A,1950,#N/A
5320,#N/A,#N/A,#N/A
5323,200,1314,985
5327,#N/A,#N/A,#N/A
5334,3576,#N/A,#N/A
5336,#N/A,#N/A,#N/A
5337,#N/A,#N/A,#N/A
5338,3895,2258,#N/A
5357,#N/A,2148,#N/A
5365,4546,3465,#N/A
5373,#N/A,#N/A,#N/A
5375,#N/A,#N/A,#N/A
5383,738,#N/A,#N/A
5387,2269,#N/A,779
5388,950,1505,#N/A
5392,3096,3431,990
5400,2371,148,#N/A
5405,496,#N/A,#N/A
5406,#N/A,#N/A,#N/A
5412,4005,#N/A,211
5414,#N/A,1310,#N/A
5423,4371,#N/A,#N/A
5424,#N/A,3169,#N/A
5430,#N/A,#N/A,#N/A
5437,578,#N/A,#N/A
5458,4618,3370,#N/A
5466,#N/A,3369,#N/A
5470,809,#N/A,#N/A
5471,#N/A,#N/A,#N/A
5473,#N/A,#N/A,#N/A
5477,#N/A,404,1395
5494,#N/A,#N/A,#N/A
5498,4018,#N/A,#N/A
5502,313,#N/A,#N/A
5507,#N/A,#N/A,#N/A
5514,#N/A,#N/A,#N/A
5520,4625,#N/A,#N/A
5522,#N/A,#N/A,#N/A
5525,#N/A,#N/A,#N/A
5528,#N/A,110,38
5531,752,#N/A,71
5535,#N/A,#N/A,#N/A
5543,#N/A,#N/A,#N/A
5544,2802,#N/A,#N/A
5546,2956,2972,841
5550,#N/A,#N/A,#N/A
5569,#N/A,#N/A,1077
5572,1322,445,#N/A
5575,3410,843,#N/A
5579,#N/A,#N/A,#N/A
5586,#N/A,#N/A,#N/A
5588,#N/A,#N/A,#N/A
5593,#N/A,1358,#N/A
5602,#N/A,#N/A,#N/A
5603,#N/A,#N/A,#N/A
5614,#N/A,1449,#N/A
5618,357,1712,#N/A
5624,#N/A,#N/A,#N/A
5625,#N/A,2935,#N/A
5633,#N/A,#N/A,#N/A
5638,#N/A,#N/A,#N/A
5648,4394,#N/A,#N/A
5656,4328,780,#N/A
5659,#N/A,#N/A,#N/A
5660,#N/A,#N/A,#N/A
5667,4553,2730,325
5676,#N/A,#N/A,#N/A
5684,#N/A,2714,#N/A
5702,#N/A,#N/A,#N/A
5705,4205,1044,#N/A
5714,#N/A,#N/A,#N/A
5716,#N/A,218,1373
5720,1292,1738,#N/A
5728,2844,#N/A,#N/A
5755,#N/A,#N/A,#N/A
5756,#N/A,#N/A,#N/A
5759,4743,2120,#N/A
5761,#N/A,#N/A,#N/A
5762,401,94,#N/A
5784,#N/A,#N/A,#N/A
5786,231,2302,982
5795,2008,3389,#N/A
5799,#N/A,2713,#N/A
5808,4251,3187,#N/A
5820,#N/A,#N/A,#N/A
5821,#N/A,#N/A,#N/A
5823,683,3386,641
5828,#N/A,#N/A,#N/A
5838,#N/A,#N/A,#N/A
5846,#N/A,#N/A,#N/A
5847,#N/A,#N/A,#N/A
5853,4585,#N/A,#N/A
5854,#N/A,1541,#N/A
5855,2630,#N/A,#N/A
5856,3165,#N/A,#N/A
5857,3169,#N/A,#N/A
5858,3701,3119,1247
5860,#N/A,#N/A,#N/A
5862,#N/A,#N/A,#N/A
5864,#N/A,#N/A,#N/A
5872,269,#N/A,#N/A
5875,656,#N/A,#N/A
5880,2053,#N/A,#N/A
5883,#N/A,3457,#N/A
5884,2217,1009,#N/A
5885,#N/A,2064,#N/A
5886,#N/A,270,#N/A
5891,#N/A,#N/A,#N/A
5894,195,3,28
5901,#N/A,#N/A,#N/A
5902,1525,#N/A,#N/A
5910,1991,#N/A,#N/A
5925,#N/A,2560,504
5930,3467,2887,#N/A
5931,2613,#N/A,#N/A
5933,#N/A,3097,300
5934,#N/A,#N/A,#N/A
5935,#N/A,#N/A,#N/A
5940,2697,#N/A,#N/A
5956,3475,#N/A,#N/A
5957,#N/A,#N/A,#N/A
5967,#N/A,132,730
5969,#N/A,#N/A,#N/A
5970,4636,#N/A,#N/A
5973,2854,#N/A,#N/A
5976,#N/A,#N/A,#N/A
5982,#N/A,#N/A,#N/A
5985,3782,#N/A,#N/A
5995,#N/A,173,#N/A
5997,386,#N/A,#N/A
6000,4310,#N/A,#N/A
6003,4643,1879,#N/A
6009,#N/A,#N/A,#N/A
6012,2838,2645,452
6013,#N/A,#N/A,#N/A
6019,1371,2650,#N/A
6022,3923,#N/A,#N/A
6026,488,43,#N/A
6027,1009,#N/A,#N/A
6033,#N/A,#N/A,#N/A
6046,1035,1502,#N/A
6047,2184,#N/A,#N/A
6051,#N/A,2997,#N/A
6054,#N/A,1537,#N/A
6064,4544,#N/A,#N/A
6071,#N/A,3051,#N/A
6074,#N/A,#N/A,#N/A
6080,4563,3253,#N/A
6084,#N/A,#N/A,#N/A
6088,4506,2138,1195
6091,3947,#N/A,#N/A
6096,3890,#N/A,#N/A
6101,#N/A,#N/A,#N/A
6113,#N/A,2753,#N/A
6115,3744,#N/A,#N/A
6133,2787,2566,#N/A
6134,#N/A,#N/A,#N/A
6144,4611,3132,#N/A
6160,3579,#N/A,#N/A
6162,#N/A,#N/A,#N/A
6165,2344,686,#N/A
6166,3296,#N/A,788
6175,2673,#N/A,#N/A
6182,2312,#N/A,976
6190,#N/A,#N/A,#N/A
6194,338,#N/A,#N/A
6203,#N/A,#N/A,#N/A
6205,4068,#N/A,#N/A
6218,1857,#N/A,#N/A
6222,#N/A,#N/A,#N/A
6223,#N/A,3204,#N/A
6231,644,#N/A,#N/A
6232,2908,#N/A,#N/A
6233,#N/A,#N/A,#N/A
6238,#N/A,#N/A,440
6239,3938,1605,#N/A
6246,#N/A,678,1416
6247,416,377,#N/A
6255,1921,#N/A,#N/A
6256,3059,#N/A,#N/A
6259,741,3513,#N/A
6263,#N/A,#N/A,#N/A
6266,#N/A,928,#N/A
6272,#N/A,#N/A,#N/A
6276,#N/A,#N/A,#N/A
6284,#N/A,#N/A,#N/A
6287,#N/A,#N/A,#N/A
6289,3301,#N/A,#N/A
6296,#N/A,#N/A,334
6298,3412,3155,#N/A
6306,#N/A,261,#N/A
6313,#N/A,#N/A,#N/A
6314,#N/A,#N/A,#N/A
6315,4215,#N/A,#N/A
6317,#N/A,#N/A,#N/A
6320,#N/A,#N/A,#N/A
6324,#N/A,#N/A,#N/A
6327,1307,#N/A,#N/A
6337,#N/A,#N/A,#N/A
6354,122,3382,#N/A
6372,#N/A,#N/A,#N/A
6375,1373,#N/A,#N/A
6382,3079,1526,#N/A
6383,1323,#N/A,#N/A
6396,2863,2663,#N/A
6400,#N/A,2334,#N/A
6407,217,#N/A,#N/A
6416,#N/A,3077,#N/A
6418,#N/A,1286,#N/A
6419,3844,#N/A,#N/A
6427,2000,2582,745
6438,1956,#N/A,#N/A
6450,1076,1406,811
6466,2408,#N/A,#N/A
6471,#N/A,#N/A,#N/A
6472,1246,#N/A,#N/A
6478,#N/A,#N/A,#N/A
6496,2524,#N/A,1496
6505,1419,#N/A,1403
6514,278,1171,562
6517,#N/A,#N/A,#N/A
6529,#N/A,2261,#N/A
6530,1801,#N/A,#N/A
6536,1993,669,#N/A
6538,4460,2846,780
6544,#N/A,#N/A,#N/A
6550,65,2243,#N/A
6551,#N/A,#N/A,#N/A
6552,#N/A,#N/A,610
6553,4370,1719,#N/A
6554,#N/A,#N/A,#N/A
6564,#N/A,2496,527
6568,#N/A,#N/A,#N/A
6572,#N/A,#N/A,#N/A
6581,21,#N/A,299
6588,2352,#N/A,#N/A
6603,#N/A,#N/A,#N/A
6605,#N/A,2450,#N/A
6611,#N/A,#N/A,#N/A
6619,#N/A,#N/A,#N/A
6623,#N/A,#N/A,#N/A
6629,#N/A,#N/A,#N/A
6632,#N/A,#N/A,#N/A
6635,4101,#N/A,#N/A
6641,976,3268,804
6643,#N/A,#N/A,#N/A
6653,1757,238,566
6662,#N/A,#N/A,#N/A
6671,3500,#N/A,#N/A
6673,#N/A,#N/A,#N/A
6681,4451,39,1475
6682,#N/A,#N/A,#N/A
6687,#N/A,#N/A,#N/A
6688,1379,1500,#N/A
6695,#N/A,2291,#N/A
6699,1094,1920,1401
6707,#N/A,#N/A,#N/A
6711,#N/A,#N/A,#N/A
6718,207,1966,#N/A
6720,#N/A,#N/A,#N/A
6732,1964,#N/A,#N/A
6733,1891,1739,#N/A
6736,#N/A,#N/A,#N/A
6749,#N/A,#N/A,#N/A
6752,#N/A,#N/A,#N/A
6757,#N/A,573,#N/A
6762,#N/A,#N/A,#N/A
6766,#N/A,#N/A,#N/A
6779,1910,543,#N/A
6781,#N/A,#N/A,#N/A
6784,#N/A,#N/A,#N/A
6787,#N/A,#N/A,#N/A
6788,4013,#N/A,#N/A
6792,#N/A,#N/A,#N/A
6801,4774,1001,#N/A
6803,#N/A,#N/A,#N/A
6816,#N/A,#N/A,#N/A
6818,2291,#N/A,#N/A
6820,693,1557,#N/A
6830,#N/A,#N/A,#N/A
6833,3231,#N/A,#N/A
6860,#N/A,#N/A,#N/A
6870,#N/A,#N/A,#N/A
6874,#N/A,#N/A,#N/A
6876,1127,#N/A,469
6878,2464,#N/A,#N/A
6889,2119,2129,#N/A
6890,4117,#N/A,#N/A
6891,#N/A,2651,#N/A
6897,#N/A,#N/A,#N/A
6903,#N/A,#N/A,#N/A
6905,#N/A,#N/A,#N/A
6906,1853,213,#N/A
6916,#N/A,#N/A,#N/A
6927,#N/A,2915,#N/A
6929,779,#N/A,#N/A
6937,#N/A,1926,#N/A
6939,#N/A,#N/A,#N/A
6943,3953,#N/A,#N/A
6948,#N/A,#N/A,#N/A
6958,4620,3436,#N/A
6961,#N/A,#N/A,#N/A
6962,588,1381,294
6964,#N/A,#N/A,#N/A
6969,4519,#N/A,#N/A
6986,4044,#N/A,#N/A
6989,1634,#N/A,#N/A
6990,#N/A,1389,416
6993,#N/A,#N/A,#N/A
6996,#N/A,#N/A,#N/A
6998,4387,1872,#N/A
7006,#N/A,#N/A,#N/A
7011,#N/A,#N/A,#N/A
7013,3344,#N/A,#N/A
7023,168,526,327
7025,#N/A,#N/A,#N/A
7050,#N/A,#N/A,#N/A
7071,2254,333,139
7075,1312,#N/A,492
7090,2825,52,18
7093,#N/A,#N/A,#N/A
7094,757,725,#N/A
7097,#N/A,#N/A,#N/A
7101,#N/A,1764,#N/A
7109,803,93,#N/A
7110,1260,#N/A,#N/A
7111,#N/A,#N/A,#N/A
7112,#N/A,#N/A,#N/A
7115,#N/A,#N/A,#N/A
7122,#N/A,#N/A,#N/A
7128,500,733,1451
7141,1767,2909,354
7145,#N/A,#N/A,#N/A
7149,#N/A,#N/A,#N/A
7152,#N/A,#N/A,968
7166,431,#N/A,649
7182,4521,1855,#N/A
7185,#N/A,#N/A,#N/A
7191,#N/A,415,8
7202,677,254,#N/A
7212,#N/A,#N/A,#N/A
7215,#N/A,2422,#N/A
7229,#N/A,#N/A,#N/A
7233,#N/A,#N/A,#N/A
7235,1514,3192,#N/A
7238,#N/A,705,694
7262,1915,1427,#N/A
7269,#N/A,#N/A,#N/A
7274,4644,1607,#N/A
7290,2532,#N/A,#N/A
7291,#N/A,#N/A,#N/A
7296,3318,#N/A,#N/A
7319,438,1930,#N/A
7347,#N/A,#N/A,#N/A
7349,2885,#N/A,#N/A
7353,#N/A,#N/A,#N/A
7358,553,#N/A,#N/A
7361,1730,#N/A,#N/A
7362,756,390,#N/A
7367,#N/A,#N/A,#N/A
7368,331,#N/A,#N/A
7371,#N/A,#N/A,#N/A
7380,3351,3220,#N/A
7381,4720,900,9
7385,#N/A,#N/A,#N/A
7388,#N/A,#N/A,#N/A
7392,#N/A,#N/A,#N/A
7409,#N/A,#N/A,#N/A
7411,#N/A,2930,#N/A
7413,961,2247,1431
7416,#N/A,#N/A,#N/A
7428,#N/A,#N/A,#N/A
7433,755,#N/A,#N/A
7437,209,664,#N/A
7438,#N/A,#N/A,#N/A
7439,3310,#N/A,#N/A
7440,#N/A,#N/A,#N/A
7445,3557,#N/A,#N/A
7461,#N/A,#N/A,#N/A
7466,3396,#N/A,#N/A
7470,#N/A,#N/A,#N/A
7476,#N/A,#N/A,#N/A
7481,1742,1927,#N/A
7486,2585,1121,614
7501,4549,#N/A,#N/A
7509,4594,#N/A,517
7511,#N/A,1709,#N/A
7519,#N/A,#N/A,#N/A
7522,#N/A,#N/A,#N/A
7523,2657,#N/A,#N/A
7524,3507,#N/A,#N/A
7531,3795,2415,#N/A
7533,#N/A,221,108
7534,#N/A,#N/A,#N/A
7538,#N/A,#N/A,#N/A
7542,79,574,60
7544,#N/A,#N/A,1465
7546,2175,#N/A,#N/A
7548,#N/A,#N/A,#N/A
7553,#N/A,1543,456
7557,#N/A,#N/A,#N/A
7560,#N/A,#N/A,398
7570,#N/A,2383,#N/A
7572,1564,76,396
7575,#N/A,3343,#N/A
7576,3255,#N/A,#N/A
7578,#N/A,#N/A,#N/A
7579,#N/A,#N/A,#N/A
7586,582,609,1526
7588,2644,#N/A,#N/A
7596,#N/A,#N/A,#N/A
7605,183,#N/A,#N/A
7607,#N/A,#N/A,#N/A
7609,1274,511,763
7614,2632,#N/A,#N/A
7624,#N/A,946,#N/A
7626,#N/A,#N/A,#N/A
7631,2375,721,#N/A
7633,#N/A,#N/A,#N/A
7638,#N/A,1321,#N/A
7643,47,322,#N/A
7657,#N/A,#N/A,1049
7662,#N/A,3319,#N/A
7667,2027,#N/A,#N/A
7672,#N/A,1749,#N/A
7676,#N/A,#N/A,#N/A
7682,#N/A,226,#N/A
7685,4498,2724,#N/A
7688,#N/A,#N/A,#N/A
7690,#N/A,#N/A,#N/A
7698,1698,#N/A,#N/A
7707,4567,#N/A,1499
7715,4107,#N/A,#N/A
7716,3512,3014,981
7717,3505,1539,#N/A
7732,#N/A,#N/A,#N/A
7733,3348,#N/A,#N/A
7736,2755,#N/A,#N/A
7753,3018,#N/A,1387
7768,1687,#N/A,#N/A
7773,31,#N/A,744
7775,#N/A,#N/A,#N/A
7779,3932,2818,#N/A
7781,#N/A,#N/A,#N/A
7790,1158,536,#N/A
7791,441,427,#N/A
7796,#N/A,#N/A,#N/A
7820,#N/A,#N/A,#N/A
7830,#N/A,2012,#N/A
7835,1788,1450,#N/A
7848,766,1703,#N/A
7856,3112,#N/A,#N/A
7857,858,2848,#N/A
7858,#N/A,#N/A,1428
7865,#N/A,#N/A,#N/A
7872,790,2017,938
7874,1468,2569,#N/A
7878,2716,#N/A,#N/A
7893,2081,#N/A,#N/A
7895,#N/A,#N/A,#N/A
7896,#N/A,444,#N/A
7901,#N/A,#N/A,#N/A
7916,2981,#N/A,#N/A
7924,#N/A,#N/A,#N/A
7934,1613,#N/A,#N/A
7939,2782,692,#N/A
7949,1247,#N/A,#N/A
7950,#N/A,#N/A,#N/A
7954,#N/A,#N/A,1500
7962,3307,828,#N/A
7966,#N/A,#N/A,#N/A
7973,198,83,#N/A
7975,4020,#N/A,#N/A
7981,120,1844,#N/A
7994,4629,540,444
8000,#N/A,1368,#N/A
8007,#N/A,#N/A,#N/A
8009,#N/A,#N/A,#N/A
8015,2474,2462,#N/A
8016,#N/A,362,544
8027,102,81,846
8028,1408,#N/A,#N/A
8032,#N/A,#N/A,#N/A
8034,4185,2610,#N/A
8036,#N/A,#N/A,#N/A
8038,#N/A,#N/A,#N/A
8041,#N/A,457,571
8051,#N/A,278,#N/A
8062,#N/A,#N/A,836
8064,849,#N/A,#N/A
8070,#N/A,#N/A,#N/A
8073,#N/A,#N/A,#N/A
8074,3948,#N/A,#N/A
8076,2754,#N/A,483
8080,#N/A,3157,177
8098,2329,635,869
8099,#N/A,#N/A,#N/A
8107,1030,3314,#N/A
8109,#N/A,1018,611
8118,4452,775,115
8125,385,370,#N/A
8138,#N/A,#N/A,#N/A
8144,#N/A,#N/A,#N/A
8154,#N/A,#N/A,#N/A
8156,963,1495,#N/A
8170,1909,776,#N/A
8178,133,1127,1349
8181,#N/A,#N/A,#N/A
8182,#N/A,#N/A,406
8190,#N/A,1804,#N/A
8197,#N/A,#N/A,#N/A
8210,2265,830,1015
8217,2637,908,#N/A
8219,#N/A,#N/A,1523
8225,3209,372,1432
8226,379,241,152
8230,3253,#N/A,#N/A
8244,#N/A,#N/A,#N/A
8264,3680,#N/A,#N/A
8266,309,86,117
8269,1865,#N/A,#N/A
8275,3569,#N/A,#N/A
8278,2683,#N/A,#N/A
8282,4604,1106,#N/A
8290,#N/A,#N/A,#N/A
8296,#N/A,3151,#N/A
8298,#N/A,#N/A,#N/A
8301,4545,#N/A,#N/A
8315,2025,#N/A,#N/A
8317,2463,1305,1525
8318,74,2008,1045
8319,#N/A,#N/A,#N/A
8322,2927,3170,#N/A
8328,#N/A,#N/A,#N/A
8329,350,237,163
8330,4645,#N/A,#N/A
8338,3993,720,#N/A
8340,1372,#N/A,#N/A
8346,#N/A,#N/A,#N/A
8347,3817,#N/A,#N/A
8355,3776,#N/A,#N/A
8362,4221,#N/A,#N/A
8376,#N/A,#N/A,#N/A
8380,#N/A,#N/A,#N/A
8384,2193,1650,#N/A
8391,#N/A,#N/A,664
8396,3969,#N/A,#N/A
8398,#N/A,2177,#N/A
8403,1903,3397,#N/A
8408,#N/A,2034,199
8413,#N/A,2175,734
8420,#N/A,#N/A,#N/A
8439,929,#N/A,#N/A
8453,2993,#N/A,#N/A
8455,#N/A,#N/A,#N/A
8458,#N/A,#N/A,#N/A
8465,4712,#N/A,#N/A
8467,#N/A,2137,#N/A
8471,#N/A,#N/A,#N/A
8477,#N/A,#N/A,#N/A
8478,461,1111,#N/A
8480,#N/A,#N/A,#N/A
8481,1411,469,154
8485,3456,#N/A,#N/A
8486,#N/A,3207,#N/A
8488,#N/A,1659,#N/A
8489,3347,1133,#N/A
8498,#N/A,1031,1301
8501,2882,2381,#N/A
8505,#N/A,#N/A,#N/A
8507,999,#N/A,#N/A
8512,3276,#N/A,#N/A
8513,521,175,1312
8516,872,2544,#N/A
8524,1704,364,394
8532,255,#N/A,#N/A
8533,#N/A,969,#N/A
8541,4735,#N/A,#N/A
8543,2700,2170,1359
8544,#N/A,#N/A,#N/A
8546,2249,1195,#N/A
8555,#N/A,#N/A,#N/A
8556,2643,#N/A,#N/A
8559,#N/A,3286,1311
8564,#N/A,#N/A,#N/A
8570,1303,2292,#N/A
8573,1500,#N/A,#N/A
8577,#N/A,#N/A,#N/A
8580,3974,1708,#N/A
8590,2324,#N/A,#N/A
8599,#N/A,507,468
8600,3441,1239,#N/A
8602,#N/A,#N/A,1331
8612,#N/A,#N/A,#N/A
8615,#N/A,#N/A,#N/A
8620,#N/A,#N/A,#N/A
8624,220,430,#N/A
8632,#N/A,#N/A,#N/A
8659,4566,339,#N/A
8664,345,225,958
8679,3490,#N/A,1501
8680,#N/A,#N/A,#N/A
8689,#N/A,1395,169
8691,3058,1699,#N/A
8692,#N/A,#N/A,#N/A
8694,#N/A,#N/A,#N/A
8696,#N/A,#N/A,#N/A
8699,1717,666,#N/A
8700,1108,#N/A,#N/A
8701,#N/A,#N/A,#N/A
8702,#N/A,#N/A,#N/A
8704,3048,#N/A,#N/A
8706,#N/A,#N/A,#N/A
8727,#N/A,#N/A,#N/A
8738,1208,54,128
8744,#N/A,#N/A,#N/A
8745,1014,#N/A,#N/A
8749,4151,#N/A,#N/A
8751,1231,1987,#N/A
8755,4016,#N/A,#N/A
8758,#N/A,#N/A,#N/A
8762,2011,229,130
8767,#N/A,#N/A,#N/A
8772,24,1418,#N/A
8775,4487,#N/A,#N/A
8787,#N/A,#N/A,#N/A
8791,#N/A,#N/A,#N/A
8798,#N/A,#N/A,#N/A
8799,1134,1807,#N/A
8804,#N/A,2025,#N/A
8809,#N/A,#N/A,#N/A
8812,1342,#N/A,#N/A
8814,#N/A,#N/A,#N/A
8823,4575,#N/A,#N/A
8824,#N/A,#N/A,#N/A
8826,#N/A,#N/A,#N/A
8828,1222,2568,#N/A
8838,508,#N/A,#N/A
8841,4813,#N/A,#N/A
8842,2784,#N/A,#N/A
8849,#N/A,#N/A,#N/A
8851,#N/A,2884,#N/A
8854,1278,406,#N/A
8874,#N/A,#N/A,#N/A
8875,#N/A,#N/A,#N/A
8890,3534,2385,#N/A
8892,2105,#N/A,853
8894,#N/A,#N/A,#N/A
8895,1693,#N/A,840
8896,#N/A,2133,1342
8901,#N/A,#N/A,#N/A
8913,2224,1838,#N/A
8921,3627,613,#N/A
8926,2274,#N/A,#N/A
8929,#N/A,#N/A,#N/A
8937,1745,2103,#N/A
8944,#N/A,#N/A,#N/A
8949,4320,#N/A,#N/A
8955,#N/A,#N/A,#N/A
8957,3578,2075,651
8967,#N/A,#N/A,#N/A
8973,#N/A,#N/A,#N/A
8976,2430,#N/A,#N/A
8978,3911,#N/A,#N/A
8992,2332,3372,#N/A
9007,836,563,868
9010,614,432,#N/A
9017,2853,2536,#N/A
9023,2378,1250,#N/A
9024,#N/A,#N/A,#N/A
9026,3909,#N/A,56
9028,1720,#N/A,#N/A
9034,3962,3092,215
9041,#N/A,#N/A,#N/A
9042,#N/A,#N/A,#N/A
9046,804,#N/A,#N/A
9053,2609,3053,95
9061,904,1295,#N/A
9062,577,1255,#N/A
9065,#N/A,#N/A,#N/A
9075,3451,2969,#N/A
9076,#N/A,#N/A,#N/A
9082,#N/A,1859,#N/A
9093,735,#N/A,837
9099,#N/A,#N/A,#N/A
9111,2302,#N/A,#N/A
9115,4311,#N/A,#N/A
9125,#N/A,#N/A,1139
9131,1826,#N/A,#N/A
9138,#N/A,#N/A,#N/A
9147,#N/A,#N/A,#N/A
9150,#N/A,#N/A,#N/A
9152,#N/A,1720,#N/A
9162,67,1120,#N/A
9163,332,1002,#N/A
9171,#N/A,#N/A,#N/A
9176,633,#N/A,#N/A
9182,#N/A,#N/A,#N/A
9191,#N/A,699,#N/A
9203,4372,2185,#N/A
9204,3985,#N/A,#N/A
9205,517,135,#N/A
9212,3022,#N/A,#N/A
9220,4539,1777,#N/A
9221,#N/A,#N/A,#N/A
9223,#N/A,#N/A,#N/A
9225,3311,#N/A,#N/A
9235,#N/A,1775,#N/A
9240,#N/A,2973,#N/A
9242,1931,158,#N/A
9249,2588,#N/A,#N/A
9250,#N/A,#N/A,#N/A
9251,#N/A,#N/A,#N/A
9260,#N/A,#N/A,#N/A
9262,4346,#N/A,#N/A
9264,#N/A,1288,480
9277,3914,#N/A,#N/A
9278,2154,#N/A,459
9292,2059,575,#N/A
9293,#N/A,#N/A,#N/A
9299,#N/A,#N/A,#N/A
9301,#N/A,#N/A,#N/A
9319,#N/A,1666,#N/A
9328,672,#N/A,#N/A
9341,#N/A,#N/A,#N/A
9357,#N/A,3001,#N/A
9364,#N/A,#N/A,#N/A
9372,#N/A,#N/A,#N/A
9378,4368,1815,738
9379,4744,#N/A,554
9380,#N/A,#N/A,#N/A
9383,#N/A,#N/A,#N/A
9384,#N/A,1734,#N/A
9388,#N/A,320,#N/A
9390,1882,3216,809
9396,156,513,158
9400,1986,#N/A,#N/A
9401,#N/A,3003,#N/A
9402,1508,1019,370
9403,#N/A,#N/A,#N/A
9405,#N/A,#N/A,#N/A
9421,4037,#N/A,#N/A
9432,#N/A,#N/A,#N/A
9434,#N/A,#N/A,#N/A
9437,#N/A,1364,#N/A
9460,#N/A,2074,#N/A
9461,#N/A,#N/A,#N/A
9463,2350,#N/A,#N/A
9471,#N/A,#N/A,#N/A
9473,216,#N/A,#N/A
9475,#N/A,#N/A,#N/A
9486,#N/A,#N/A,#N/A
9492,1336,2021,379
9498,#N/A,#N/A,#N/A
9499,#N/A,#N/A,#N/A
9507,1161,#N/A,805
9515,#N/A,#N/A,#N/A
9517,1297,867,167
9524,#N/A,#N/A,#N/A
9531,3972,1247,425
9535,2871,3031,#N/A
9538,2875,2757,#N/A
9542,#N/A,2416,774
9546,#N/A,#N/A,#N/A
9548,1169,#N/A,#N/A
9553,#N/A,#N/A,#N/A
9563,#N/A,#N/A,#N/A
9572,3510,#N/A,#N/A
9577,#N/A,#N/A,#N/A
9580,#N/A,#N/A,#N/A
9592,#N/A,1011,728
9594,#N/A,#N/A,#N/A
9597,#N/A,2786,1513
9605,330,1093,#N/A
9609,#N/A,#N/A,#N/A
9610,#N/A,#N/A,#N/A
9621,2507,774,200
9627,4717,#N/A,#N/A
9630,3572,#N/A,#N/A
9633,3915,#N/A,#N/A
9634,3916,84,#N/A
9648,414,2742,345
9650,#N/A,#N/A,#N/A
9651,#N/A,1953,1218
9657,#N/A,#N/A,#N/A
9659,2402,#N/A,#N/A
9667,#N/A,#N/A,#N/A
9668,#N/A,971,#N/A
9679,740,#N/A,#N/A
9688,#N/A,1579,#N/A
9692,#N/A,#N/A,#N/A
9693,#N/A,#N/A,#N/A
9702,#N/A,#N/A,#N/A
9709,235,#N/A,#N/A
9717,54,#N/A,637
