Document Order,ranking,bm25_score
85,271,213.43805539650123
87,745,187.86213031884373
123,1582,133.7193439020974
130,1191,166.96822952964192
169,464,201.12532216673236
245,849,182.44053037604127
285,767,186.5149648761806
286,1651,113.03339381651534
325,1061,173.26725526505618
345,509,198.9731711479282
380,269,213.5378771292235
406,428,202.94539518977564
487,1181,167.62726816001796
501,938,178.8512163739571
547,1134,169.7599143688158
635,1338,157.9130290409509
656,995,176.44197554470506
666,72,236.90453344262505
668,614,193.6255971855142
674,332,208.50221459924748
694,1579,134.1405621534331
700,1358,156.59638911894635
746,1359,156.5205733338052
763,636,192.6070398270415
787,619,193.50260645934372
835,268,213.6526567206403
839,1630,123.51554367204494
874,1389,154.71471750911368
876,641,192.35414077290105
919,81,235.65857976792407
925,354,207.44919372154888
964,779,185.87839091499671
973,682,190.47315061708915
1054,1044,174.22225603840087
1103,862,182.1331940014697
1105,980,176.97096687447447
1140,928,179.34280797467167
1190,183,221.90040070933745
1219,339,208.25320183464248
1246,536,197.70775523669835
1270,1223,165.85962464495694
1276,820,183.70735367794236
1295,1254,164.35788084249847
1314,419,203.34888073480047
1362,1677,91.41034699290564
1488,1286,161.693300642633
1495,1339,157.89097062244548
1500,404,204.0605012335724
1506,473,200.82141016844
1510,501,199.35727304761227
1548,131,227.3876940794321
1555,813,184.10150571341487
1618,834,183.1275031260483
1645,882,181.51510337903576
1705,1249,164.60312513046568
1718,309,210.75927651163292
1724,940,178.73140415002683
1738,426,203.0301964639798
1872,451,201.83196511445425
1936,1352,156.98594082512648
1937,890,181.1878017888125
1954,499,199.3975443229561
2031,209,218.80746230979415
2034,13,256.9600166491043
2102,161,224.26838481467408
2104,149,225.2669911460285
2170,1327,158.661954424256
2191,1660,108.35865229034216
2231,284,212.76032978692916
2272,320,209.295403324154
2287,1047,174.04801446785396
2298,60,239.63927816114227
2362,337,208.3178125628657
2366,1280,161.94523989524126
2368,1126,170.22891028591684
2389,1049,173.89142255969907
2404,1628,123.73706007814005
2414,778,185.93976131013537
2464,1387,154.85868656569806
2471,1354,156.84912773037303
2532,750,187.55279486146333
2533,176,222.6571906288099
2555,1507,145.425139148225
2556,1673,98.3900768231956
2568,357,206.987726919096
2621,1684,69.89554892222607
2637,1245,164.8463477273354
2640,1161,168.78577818974392
2744,902,180.68167272133343
2754,761,187.025114808264
2817,1037,174.46785535645577
2818,1213,166.17726270129577
2825,1588,133.23422749557884
2873,111,230.0398801111936
2892,1292,161.23559472734382
2898,578,195.4860265959165
2964,84,235.3080720278874
3010,17,253.5500951731472
3012,555,196.7031238150848
3078,730,188.5949282591691
3108,886,181.3753048171108
3128,540,197.57154796037315
3154,1536,140.45682402683138
3160,701,189.71598986967467
3197,1522,142.91156254420738
3220,1416,153.4598890903389
3222,1487,147.9721258896264
3228,1609,129.4246108240767
3292,208,218.96304779073404
3295,121,228.78065977562983
3300,1058,173.4204567652683
3338,812,184.10645848028827
3340,233,216.70948490293983
3352,1026,175.12671239167778
3367,1217,166.01383049584666
3369,1624,125.15975673621686
3377,583,195.2763328429207
3423,1492,147.4866209014174
3426,187,221.6427679923329
3464,889,181.27204784135705
3513,952,178.07174558146625
3569,1512,144.19168872001003
3583,1041,174.39490533390716
3601,1000,176.22342025478247
3639,1333,157.9972546129103
3697,58,239.9123106736247
3740,1585,133.40733500176418
3762,776,186.082158239983
3776,425,203.0997931091021
3789,1039,174.40135354406618
3793,76,236.3157431726376
3802,360,206.87251731236225
3846,1050,173.7108597805659
3849,177,222.6553768982274
3871,1367,155.8676921718153
3903,803,184.7535290008105
3904,1288,161.495200839466
3924,984,176.8841195089452
3944,467,201.06828467261528
3979,1528,142.13274433848017
3982,1551,139.1029180281383
3989,1111,171.10076906188152
4002,1598,131.15871085265292
4008,664,191.37228997765573
4026,642,192.31612653515245
4038,32,247.85267229152768
4193,547,197.2053087698251
4198,960,177.67399798859518
4247,95,232.82611956608145
4287,1524,142.82677024537057
4329,798,185.0113073950548
4350,1396,154.40946244721383
4361,1342,157.7537957632453
4387,922,179.49254258126743
4454,401,204.22093058963785
4455,219,218.15682775431583
4468,600,194.4333417346404
4469,829,183.29146692947592
4472,1051,173.64597171338784
4498,1007,176.0141702558946
4572,1357,156.62530659587622
4622,46,242.4073698523328
4645,139,226.67086195463207
4656,399,204.25900203671668
4657,1676,92.24191781531069
4721,273,213.3294083794707
4756,295,212.25046356524743
4758,115,229.6763661590593
4759,781,185.79074526684968
4768,1675,96.53799138090356
4771,1612,128.39407732149402
4831,45,242.8755841338941
4855,1328,158.63223830233898
4877,1504,146.1488280778093
4896,754,187.2437056917021
4913,374,205.70831455332288
4970,1153,169.1020711378858
4996,159,224.31492864589111
4999,1668,100.65719342685875
5001,758,187.1021169675556
5040,50,241.1216675802536
5074,206,219.1310101431656
5127,744,187.87397785753848
5197,741,188.01470441730368
5217,1267,163.39225556182544
5228,598,194.66702955512488
5234,1435,152.44693908365215
5259,429,202.8442873180111
5275,1167,168.57634255649322
5323,200,220.0154869700054
5357,1129,170.01359952041958
5412,707,189.2529239651085
5424,728,188.63102218390276
5477,649,191.95697737099775
5494,865,182.09882910796625
5520,903,180.56759818734156
5528,103,231.58383465558617
5531,1166,168.62495415932744
5546,207,219.08109892246344
5638,1179,167.75884029852017
5667,948,178.17900408981302
5705,1469,149.96920035960977
5716,597,194.6688640404043
5728,1080,172.4010060424588
5762,78,235.9288847501677
5786,36,246.7815375683104
5853,1490,147.503501780767
5886,1638,120.81323876053528
5894,220,217.97939230442284
5933,587,195.0839792421412
5967,143,225.77300052121137
5970,523,198.28042933776783
6051,1397,154.2482465858877
6096,1255,164.08312623748188
6165,171,223.30517720719908
6218,366,206.4481452929668
6306,15,254.7448244343968
6354,1592,132.6893378524626
6400,845,182.69749634820192
6416,550,197.0329209131451
6438,1656,111.74278740286358
6505,155,224.86793257161236
6514,85,234.8987730281282
6517,537,197.59000507653047
6536,408,203.82526279532365
6581,274,213.30117966011136
6641,1017,175.53366266224063
6653,92,233.46365367441447
6699,240,216.10508156760525
6792,1295,161.17768477418133
6906,559,196.43495019464623
6943,1216,166.02516087441933
6962,355,207.26499095248377
6990,581,195.3955617102181
7023,650,191.9544559978683
7071,447,201.92109212879544
7090,110,230.4469957584926
7115,1649,113.54824630262183
7166,653,191.91919132202904
7182,773,186.2965858591995
7191,252,215.1476851829105
7202,359,206.91404286059773
7291,1234,165.28628950196045
7296,880,181.5676472372901
7381,237,216.2394388741802
7411,836,183.04851013490463
7416,1679,87.85547649347787
7437,25,250.94112373799888
7438,1141,169.45288118553074
7470,170,223.3522708767488
7486,942,178.52862685950888
7524,520,198.5105777952685
7542,316,209.401901098758
7560,1458,150.65158358067896
7605,1395,154.47625700052936
7609,1368,155.84964469221143
7614,352,207.50777952505
7682,659,191.628282195944
7715,768,186.4471411853756
7716,1022,175.38186594000524
7775,1078,172.4091254641845
7790,743,187.9239614836157
7858,330,208.77090366112205
7872,747,187.72440531436152
7896,484,200.1716632776259
7973,133,227.1137265941076
7981,786,185.49446001473092
8016,1089,172.00440243985514
8027,711,189.09769434128884
8041,1355,156.8342192994455
8098,1008,176.00860621198166
8125,665,191.30802953612317
8170,544,197.41328995960723
8178,646,192.18095505454315
8182,117,229.32605615124
8210,469,200.93875580827796
8225,99,232.30063218874585
8226,77,236.14990667928237
8266,459,201.4997413104044
8296,1607,129.55855715732278
8315,1655,112.15009184408616
8329,288,212.571217208344
8355,1562,137.71271909820922
8413,570,195.65605004326463
8478,974,177.24777281629633
8480,1148,169.24617003697549
8481,409,203.8154055408684
8513,86,234.79628969172936
8524,1356,156.70437231091813
8559,421,203.27215885974888
8599,567,195.77820632590888
8612,1185,167.29201448970144
8659,601,194.26820245792308
8664,788,185.4289729376001
8689,1408,153.82230043131278
8699,1082,172.34488686618477
8738,190,221.28236607490032
8762,605,194.0828049058865
8772,1157,168.97141178810207
8787,1189,167.04985376551664
8841,703,189.5369728885455
8854,1289,161.4776450584214
8890,262,214.11272352328456
8896,861,182.13851601845883
8913,364,206.4662510596928
8921,1264,163.49360918573333
8929,816,183.8851359997336
8937,317,209.38886073982653
8957,847,182.5938299483512
8967,1499,146.65134835241196
9010,1198,166.7389427181335
9017,844,182.75393763997565
9053,210,218.79138591273983
9062,1300,160.7368240401977
9162,830,183.21803535205632
